property_id,sale_price,bedrooms,bathrooms,floor_area_sqm,garden_sqm,age_years,distance_to_station_km,distance_to_school_km,neighbourhood,sale_date,epc_rating
PROP-01521,234313,2,1,61.2,87.1,38,0.2,1.0,Langford,2023-02-03,D
PROP-01522,284739,3,1,65.2,76.9,33,0.9,0.6,Oakfield,2022-02-01,D
PROP-01523,374769,3,3,94.9,4.8,43,1.1,1.0,Langford,2022-03-04,D
PROP-01524,386876,4,1,78.2,136.5,90,0.1,0.9,Eastmoor,2022-02-15,B
PROP-01525,423457,4,1,119.9,77.7,71,0.4,0.2,Castlegate,2022-01-12,G
PROP-01526,429885,5,3,109.4,0.0,24,0.7,0.5,Drayton,2024-08-01,D
PROP-01527,341648,3,2,75.1,73.0,36,2.4,0.3,Victoria,2022-10-24,C
PROP-01528,343827,3,1,91.9,102.7,25,1.2,0.3,Beechwood,2023-06-26,F
PROP-01529,437644,4,1,115.9,134.3,13,1.1,1.6,Kingsway,2024-06-10,G
PROP-01530,319356,3,1,79.0,84.7,34,4.3,0.2,Uppermill,2024-03-28,C
PROP-01531,400393,5,3,83.9,147.9,9,0.3,1.7,Parkside,2022-12-30,D
PROP-01532,285191,2,2,77.4,80.8,29,4.5,1.6,Ferndale,2022-11-26,F
PROP-01533,469943,2,1,101.3,0.0,113,1.3,2.3,Zelton,2024-02-04,A
PROP-01534,320135,3,1,67.5,110.8,118,0.2,0.9,Ashworth,2022-12-31,D
PROP-01535,320565,4,1,92.3,0.0,3,3.3,1.3,Hartley,2024-06-21,A
PROP-01536,80000,1,1,35.7,23.6,0,1.1,2.1,Chapel End,2022-06-27,D
PROP-01537,229493,3,1,73.4,47.4,41,2.5,0.8,Northgate,2023-03-13,D
PROP-01538,268132,2,1,77.7,0.0,72,0.2,1.0,Yarrow,2024-11-20,C
PROP-01539,243347,2,2,59.6,75.5,1,0.7,0.3,Zelton,2024-04-05,C
PROP-01540,394085,3,1,87.1,74.2,62,0.8,0.4,Zelton,2023-05-11,D
PROP-01541,282052,3,1,72.8,78.2,22,0.4,0.8,Westbury,2023-05-30,C
PROP-01542,379695,5,2,77.4,95.9,10,3.9,1.5,Uppermill,2023-09-03,D
PROP-01543,168967,2,1,51.5,105.0,20,1.0,0.5,Castlegate,2024-01-16,D
PROP-01544,170685,2,2,60.7,0.0,110,3.6,0.5,Beechwood,2024-10-07,E
PROP-01545,395313,3,2,68.8,55.7,4,0.2,0.3,Zelton,2024-11-05,D
PROP-01546,245590,1,1,67.6,90.4,2,1.9,0.3,Ashworth,2024-04-11,F
PROP-01547,333911,3,3,65.6,136.5,112,1.8,3.0,Elmswood,2022-06-19,E
PROP-01548,289120,2,2,73.1,76.1,6,0.9,1.5,Foxhall,2022-04-14,B
PROP-01549,309629,2,1,83.6,26.2,17,2.5,1.1,Stoneleigh,2023-06-16,D
PROP-01550,99430,1,1,30,12.5,48,2.9,0.7,Riverside,2022-04-12,D
PROP-01551,293954,4,2,94.6,104.4,55,0.2,0.2,Millbrook,2023-08-13,E
PROP-01552,244240,4,1,69.5,98.3,17,4.3,1.9,Northgate,2022-04-04,D
PROP-01553,336619,3,3,77.8,94.4,38,0.2,0.4,Uppermill,2023-11-21,E
PROP-01554,238671,3,1,72.8,117.0,16,0.2,0.6,Beechwood,2022-05-02,D
PROP-01555,397645,6,2,114.0,113.2,22,3.8,1.6,Beechwood,2022-05-31,D
PROP-01556,316897,2,2,71.5,99.5,47,0.3,2.0,Gladstone,2023-02-01,E
PROP-01557,384950,4,1,83.1,30.4,0,0.8,0.7,Zelton,2022-11-18,D
PROP-01558,374402,3,2,88.3,0.0,9,0.8,0.4,Elmswood,2024-03-12,C
PROP-01559,233656,2,2,77.2,52.8,60,0.5,0.4,Kingsway,2022-07-15,B
PROP-01560,138244,1,1,30,39.5,73,0.2,0.4,Uppermill,2024-04-27,D
PROP-01561,472344,5,1,117.5,73.2,38,0.1,2.0,Kingsway,2024-07-23,D
PROP-01562,261952,4,3,57.1,75.4,77,3.1,0.3,Stoneleigh,2024-05-17,C
PROP-01563,508142,6,1,137.0,163.0,86,0.3,0.6,Queensbury,2023-01-18,B
PROP-01564,219107,2,2,78.8,0.0,95,0.3,1.5,Chapel End,2022-11-28,C
PROP-01565,457641,4,2,103.7,124.1,4,2.5,1.2,Ferndale,2022-05-19,D
PROP-01566,185065,2,2,50.9,93.9,3,0.3,0.3,Northgate,2023-03-10,D
PROP-01567,343278,3,2,96.4,101.3,55,1.9,0.7,Westbury,2022-07-12,D
PROP-01568,259718,2,2,59.4,72.7,66,1.5,0.4,Riverside,2024-02-08,E
PROP-01569,324339,5,2,87.0,88.6,12,5.0,0.5,Beechwood,2022-07-16,D
PROP-01570,381726,3,1,97.3,0.0,9,0.6,0.3,Foxhall,2023-04-14,C
PROP-01571,194962,2,1,53.6,66.9,5,2.2,0.8,Drayton,2022-05-16,D
PROP-01572,493667,6,3,112.1,111.6,44,2.1,1.3,Eastmoor,2022-03-15,E
PROP-01573,542657,5,2,119.7,142.0,27,3.0,0.3,Elmswood,2022-07-31,C
PROP-01574,300504,3,1,99.3,59.9,21,3.4,0.6,Millbrook,2023-02-08,A
PROP-01575,114917,2,2,35.5,83.0,17,3.6,0.3,Riverside,2023-04-05,C
PROP-01576,192119,4,2,70.5,0.0,45,2.6,3.0,Castlegate,2024-08-19,C
PROP-01577,313194,3,2,84.7,73.7,30,0.3,1.4,Ironbridge,2023-05-23,F
PROP-01578,231230,3,1,75.9,0.0,3,3.1,2.4,Northgate,2024-09-24,A
PROP-01579,217080,3,1,78.9,114.6,24,2.2,2.0,Millbrook,2023-04-24,F
PROP-01580,199369,3,1,54.5,65.7,2,1.4,1.4,Brindley,2023-06-06,C
PROP-01581,293322,3,3,65.6,72.2,10,0.9,0.2,Uppermill,2024-02-11,C
PROP-01582,408951,3,1,82.9,96.7,4,0.6,0.3,Gladstone,2024-04-21,E
PROP-01583,259794,2,2,82.4,68.5,45,2.9,1.0,Beechwood,2024-12-29,F
PROP-01584,327084,3,3,98.8,74.4,106,0.3,0.4,Jubilee,2022-06-23,E
PROP-01585,197938,2,1,47.6,70.9,134,5.0,2.6,Ferndale,2024-01-19,E
PROP-01586,176942,2,2,62.8,89.2,67,2.6,0.4,Castlegate,2024-01-20,E
PROP-01587,266239,3,2,76.2,45.5,99,1.3,0.5,Kingsway,2024-07-17,D
PROP-01588,290255,3,3,82.5,66.1,92,1.6,2.5,Langford,2023-05-07,D
PROP-01589,507435,5,1,127.3,90.5,131,0.2,0.4,Ironbridge,2022-09-17,B
PROP-01590,256739,2,1,84.0,0.0,16,2.8,1.0,Jubilee,2024-11-06,B
PROP-01591,403054,4,1,90.3,108.2,18,0.8,0.5,Oakfield,2023-01-08,B
PROP-01592,296194,3,3,70.2,0.0,18,2.0,3.0,Ironbridge,2023-01-07,D
PROP-01593,267946,2,2,80.1,54.2,62,0.4,0.6,Drayton,2023-09-09,G
PROP-01594,199149,2,1,60.0,61.7,9,2.3,0.4,Foxhall,2022-02-07,A
PROP-01595,197976,2,2,56.1,82.1,5,0.8,0.8,Castlegate,2023-07-30,D
PROP-01596,228702,2,1,72.9,66.1,22,3.6,1.5,Ironbridge,2023-07-01,E
PROP-01597,127767,1,1,30,73.7,67,0.1,0.8,Brindley,2023-12-01,F
PROP-01598,359966,4,1,81.5,109.3,20,0.7,0.4,Oakfield,2022-01-07,B
PROP-01599,433767,4,3,102.3,91.0,23,1.3,0.2,Foxhall,2024-01-23,D
PROP-01600,269031,3,2,82.3,0.0,77,0.4,0.3,Jubilee,2023-01-17,D
PROP-01601,347603,3,2,84.4,109.8,10,1.4,1.5,Zelton,2023-03-22,G
PROP-01602,400611,3,1,95.2,0.0,1,0.3,0.6,Langford,2023-12-20,F
PROP-01603,294988,2,2,82.4,85.6,77,2.4,0.5,Yarrow,2024-02-04,E
PROP-01604,270238,3,3,73.4,70.4,7,1.6,1.4,Oakfield,2023-04-10,F
PROP-01605,195200,3,1,57.9,108.1,70,2.4,0.4,Langford,2023-04-07,C
PROP-01606,80000,2,1,30,66.9,3,0.2,3.0,Beechwood,2024-11-13,C
PROP-01607,545860,6,2,144.3,138.0,1,0.1,0.3,Millbrook,2022-07-24,D
PROP-01608,332156,3,3,89.6,82.8,45,1.6,0.4,Castlegate,2024-10-06,E
PROP-01609,456856,5,2,94.6,113.7,8,1.0,0.4,Eastmoor,2023-03-06,C
PROP-01610,544432,6,3,138.6,141.5,0,0.3,0.9,Ironbridge,2022-11-12,D
PROP-01611,316044,4,1,88.7,135.3,8,2.1,0.5,Beechwood,2024-02-12,C
PROP-01612,408383,4,2,107.3,99.2,92,0.5,2.0,Brindley,2024-09-07,G
PROP-01613,278829,2,1,90.5,75.4,70,0.1,1.1,Hartley,2023-09-17,G
PROP-01614,308065,2,2,79.7,0.0,59,0.4,1.1,Queensbury,2023-08-11,E
PROP-01615,264098,3,2,74.9,49.1,15,0.6,0.7,Langford,2023-10-15,C
PROP-01616,423892,5,2,103.8,79.1,2,1.4,2.2,Kingsway,2023-11-07,D
PROP-01617,219343,2,2,51.6,41.2,150,1.4,0.7,Parkside,2024-01-03,G
PROP-01618,189984,1,1,58.7,41.5,0,1.6,1.0,Drayton,2022-10-06,F
PROP-01619,323087,3,1,88.0,92.5,50,3.6,1.0,Oakfield,2024-12-25,E
PROP-01620,352690,3,2,66.8,99.8,26,0.2,0.9,Zelton,2023-01-15,C
PROP-01621,349514,3,1,80.5,57.3,34,1.2,1.0,Uppermill,2024-05-10,D
PROP-01622,247842,2,2,82.3,103.2,9,1.5,1.0,Millbrook,2023-11-05,C
PROP-01623,195168,2,2,48.6,31.3,8,0.3,0.2,Drayton,2022-05-22,D
PROP-01624,255797,3,1,57.3,59.5,101,1.1,1.2,Ashworth,2022-10-15,D
PROP-01625,538799,6,1,126.5,159.4,27,0.6,0.7,Oakfield,2023-09-26,B
PROP-01626,483122,5,1,119.9,114.0,0,0.5,0.5,Hartley,2024-08-21,C
PROP-01627,241561,1,1,62.1,50.0,131,1.0,0.3,Uppermill,2024-01-04,C
PROP-01628,238148,2,1,54.8,66.9,18,0.3,0.8,Oakfield,2024-04-26,E
PROP-01629,306650,2,1,90.3,66.1,99,1.6,0.9,Stoneleigh,2023-11-18,E
PROP-01630,322532,3,1,100.1,75.6,92,4.0,1.3,Jubilee,2023-06-12,G
PROP-01631,150004,2,2,49.5,53.8,35,2.2,0.4,Westbury,2023-06-14,C
PROP-01632,247527,3,1,73.2,126.9,72,1.9,0.4,Hartley,2022-04-08,E
PROP-01633,245272,2,1,47.5,52.5,150,1.8,0.8,Zelton,2024-12-05,E
PROP-01634,193400,2,1,51.8,0.0,89,1.4,0.3,Westbury,2022-12-21,B
PROP-01635,244027,3,1,59.5,73.1,49,0.9,0.5,Brindley,2022-09-28,G
PROP-01636,212588,2,1,72.7,75.4,14,4.1,0.3,Thornton,2023-04-03,E
PROP-01637,405302,5,3,116.2,0.0,60,0.4,1.8,Kingsway,2024-03-16,D
PROP-01638,183630,2,2,57.4,104.4,32,0.9,1.5,Foxhall,2023-03-24,B
PROP-01639,259358,2,1,57.5,88.5,19,0.2,0.4,Riverside,2024-01-30,A
PROP-01640,237258,2,2,52.7,0.0,44,0.3,1.8,Gladstone,2023-09-27,D
PROP-01641,253324,2,1,72.4,49.5,21,2.1,1.1,Victoria,2024-03-22,G
PROP-01642,509239,4,2,123.0,109.0,42,2.0,2.0,Stoneleigh,2023-07-29,D
PROP-01643,97716,2,2,30,0.0,43,1.1,2.0,Castlegate,2024-08-11,C
PROP-01644,196931,2,1,64.8,0.0,30,2.5,0.6,Beechwood,2022-12-01,C
PROP-01645,204446,2,1,42.1,0.0,55,2.1,1.3,Zelton,2022-11-23,C
PROP-01646,283767,2,2,78.3,0.0,0,0.7,0.9,Drayton,2023-03-18,C
PROP-01647,237964,2,1,53.5,105.0,44,0.9,0.7,Foxhall,2022-01-22,D
PROP-01648,435176,5,1,94.6,119.6,15,3.5,0.2,Ironbridge,2024-01-29,C
PROP-01649,256624,2,1,73.3,75.6,7,0.1,0.5,Foxhall,2022-09-27,A
PROP-01650,315492,2,1,97.5,97.8,54,5.0,1.4,Castlegate,2024-07-19,F
PROP-01651,451361,4,1,104.7,142.8,51,3.8,0.4,Elmswood,2024-08-05,F
PROP-01652,471481,4,1,115.7,82.2,15,0.6,0.3,Brindley,2023-01-10,C
PROP-01653,342624,3,2,83.4,106.3,39,0.7,1.8,Castlegate,2023-01-04,C
PROP-01654,330274,2,1,86.2,58.0,20,1.2,1.2,Foxhall,2024-11-04,F
PROP-01655,141685,3,2,42.7,86.2,8,0.3,0.3,Beechwood,2022-09-02,D
PROP-01656,351476,3,2,80.2,108.0,21,3.9,1.0,Victoria,2022-06-01,D
PROP-01657,214185,3,2,55.4,115.8,17,1.4,1.0,Ironbridge,2023-12-28,C
PROP-01658,269916,3,2,84.8,0.0,7,3.6,2.5,Yarrow,2023-06-06,C
PROP-01659,260130,2,1,68.3,90.2,6,0.8,0.6,Kingsway,2023-06-18,E
PROP-01660,509942,6,3,122.9,161.1,8,5.0,0.5,Oakfield,2022-02-07,C
PROP-01661,199959,3,2,59.3,83.2,12,0.1,0.3,Dunmore,2024-02-06,E
PROP-01662,296425,3,1,55.7,68.0,23,0.5,1.2,Ferndale,2024-03-24,D
PROP-01663,421809,3,1,98.2,74.1,10,0.4,2.2,Parkside,2023-10-16,G
PROP-01664,340776,3,1,108.0,0.0,20,1.3,0.3,Thornton,2022-10-02,A
PROP-01665,472816,5,1,98.9,166.2,124,2.3,0.4,Eastmoor,2023-10-13,D
PROP-01666,312642,4,2,83.9,115.4,50,0.4,0.6,Chapel End,2023-08-31,E
PROP-01667,243725,3,1,69.6,80.8,44,0.7,0.4,Yarrow,2022-08-08,C
PROP-01668,306545,3,2,90.6,90.0,76,1.9,0.3,Chapel End,2022-06-21,C
PROP-01669,351548,4,2,91.6,89.5,85,2.0,0.8,Dunmore,2024-06-10,D
PROP-01670,254089,3,1,53.1,0.0,34,1.2,0.4,Riverside,2022-04-30,D
PROP-01671,340344,2,1,80.1,0.0,63,0.4,2.3,Foxhall,2024-10-16,D
PROP-01672,294718,3,1,88.0,58.6,128,1.6,0.5,Dunmore,2024-03-28,F
PROP-01673,383292,3,2,102.0,78.4,6,4.1,1.5,Ferndale,2022-06-03,C
PROP-01674,258500,2,1,72.3,78.0,30,2.5,0.3,Yarrow,2024-09-21,D
PROP-01675,385530,5,3,105.3,0.0,79,1.0,1.6,Northgate,2023-07-23,E
PROP-01676,180290,2,2,54.7,0.0,31,0.2,1.9,Northgate,2024-04-19,A
PROP-01677,296266,4,1,72.3,104.9,16,1.3,0.4,Drayton,2022-01-08,D
PROP-01678,358395,3,1,83.8,101.9,10,2.0,2.4,Riverside,2022-11-28,D
PROP-01679,238294,3,2,61.7,108.4,47,0.4,0.7,Northgate,2023-05-15,C
PROP-01680,302863,2,2,84.8,36.9,89,1.8,1.9,Gladstone,2023-03-16,D
PROP-01681,356348,3,2,92.7,138.8,55,2.3,0.4,Oakfield,2022-08-03,C
PROP-01682,344800,3,1,79.1,0.0,6,1.2,0.3,Elmswood,2023-04-08,F
PROP-01683,188821,3,1,61.7,77.5,17,0.4,1.3,Yarrow,2022-05-10,D
PROP-01684,440170,4,3,100.4,0.0,122,1.1,0.6,Uppermill,2022-03-30,D
PROP-01685,257401,4,1,73.0,127.9,77,2.6,0.4,Castlegate,2022-09-18,D
PROP-01686,407062,3,3,103.9,122.5,17,1.4,0.9,Riverside,2023-05-21,D
PROP-01687,226015,3,2,66.0,0.0,50,2.1,1.2,Millbrook,2024-01-25,F
PROP-01688,333320,3,1,74.6,75.1,15,0.4,1.0,Stoneleigh,2022-11-29,D
PROP-01689,127828,2,2,51.0,0.0,23,0.6,0.3,Dunmore,2022-02-16,D
PROP-01690,204054,2,1,62.4,44.3,150,0.2,0.7,Thornton,2024-03-22,D
PROP-01691,366388,4,1,97.2,68.0,46,3.0,0.5,Ironbridge,2022-06-04,D
PROP-01692,185447,2,2,48.3,69.5,11,2.8,0.8,Uppermill,2023-12-05,C
PROP-01693,430521,4,1,108.8,105.1,12,0.7,1.5,Ferndale,2024-11-20,G
PROP-01694,291969,3,1,86.3,82.3,1,0.9,2.8,Beechwood,2024-03-23,D
PROP-01695,318958,2,2,80.7,0.0,30,0.5,0.8,Zelton,2023-03-30,A
PROP-01696,266668,3,3,72.5,74.7,67,1.3,1.0,Yarrow,2024-08-28,C
PROP-01697,444880,4,2,107.9,114.3,10,0.3,2.8,Brindley,2024-01-29,A
PROP-01698,342607,3,2,82.0,57.5,81,1.5,1.0,Ashworth,2024-01-03,D
PROP-01699,233302,2,2,62.1,53.8,31,2.9,3.0,Northgate,2024-07-08,E
PROP-01700,506810,5,3,123.1,100.4,84,2.5,0.2,Uppermill,2023-02-22,D
PROP-01701,321713,3,2,90.4,90.9,119,0.5,0.9,Beechwood,2024-03-16,D
PROP-01702,396234,3,3,92.6,98.0,112,0.8,1.4,Eastmoor,2022-08-28,D
PROP-01703,463545,5,2,99.3,126.1,22,0.4,2.4,Ferndale,2022-09-13,E
PROP-01704,394015,5,2,115.5,120.2,14,3.6,0.5,Jubilee,2023-10-29,D
PROP-01705,264006,3,2,75.9,95.0,10,0.5,0.2,Chapel End,2022-06-17,C
PROP-01706,288265,2,1,84.6,76.9,54,0.9,1.1,Castlegate,2022-05-20,F
PROP-01707,418825,4,1,98.5,86.3,27,0.9,0.5,Uppermill,2023-05-20,E
PROP-01708,355360,3,2,89.8,0.0,35,0.6,1.1,Langford,2022-10-14,F
PROP-01709,211297,2,2,55.6,49.5,2,3.8,0.8,Uppermill,2022-04-07,D
PROP-01710,236397,2,1,48.8,76.8,57,1.6,0.6,Eastmoor,2023-09-02,D
PROP-01711,411686,5,1,97.7,122.0,34,1.9,3.0,Oakfield,2023-02-13,C
PROP-01712,302135,2,2,64.9,91.5,30,0.5,0.3,Gladstone,2024-05-12,B
PROP-01713,258977,2,2,57.0,57.2,110,1.2,0.8,Elmswood,2022-12-25,G
PROP-01714,464279,5,1,119.7,87.5,0,2.7,0.7,Kingsway,2022-05-09,D
PROP-01715,234261,2,1,75.8,106.2,26,2.6,0.8,Drayton,2024-11-14,E
PROP-01716,413333,5,1,111.2,100.2,19,0.2,0.7,Yarrow,2024-02-15,C
PROP-01717,420261,5,3,106.7,120.3,37,0.5,0.6,Brindley,2024-05-30,C
PROP-01718,511186,6,1,117.8,109.2,46,0.3,0.8,Riverside,2023-11-28,D
PROP-01719,447657,5,2,117.7,109.0,3,1.5,1.1,Jubilee,2023-08-12,C
PROP-01720,219539,3,1,77.4,55.1,38,4.3,1.7,Thornton,2024-07-26,E
PROP-01721,458922,5,1,121.7,79.6,33,2.2,0.3,Queensbury,2022-08-16,E
PROP-01722,101333,2,1,42.5,82.0,37,3.5,1.7,Chapel End,2022-06-01,C
PROP-01723,372759,3,3,96.8,88.7,15,1.4,0.5,Ironbridge,2023-11-05,G
PROP-01724,224463,2,1,75.1,58.2,6,5.0,3.0,Drayton,2022-06-19,C
PROP-01725,167260,2,2,39.9,77.2,3,0.5,3.0,Parkside,2022-06-13,C
PROP-01726,483297,5,1,142.8,118.3,38,3.8,2.9,Yarrow,2022-12-08,B
PROP-01727,279196,3,1,85.6,114.5,9,2.4,0.3,Chapel End,2023-10-04,F
PROP-01728,322463,3,2,79.5,57.1,58,1.8,0.4,Victoria,2024-03-19,A
PROP-01729,332940,3,2,71.4,0.0,11,3.0,0.3,Stoneleigh,2024-08-29,C
PROP-01730,268123,2,1,83.5,35.8,15,1.2,0.3,Queensbury,2022-09-09,A
PROP-01731,238038,2,1,67.8,83.0,20,3.6,2.4,Brindley,2024-12-23,D
PROP-01732,341383,2,1,85.3,46.8,20,0.5,0.5,Brindley,2022-05-04,F
PROP-01733,84100,1,1,30,100.8,141,0.2,1.0,Jubilee,2024-07-11,E
PROP-01734,488603,5,2,136.7,99.0,17,3.2,0.3,Jubilee,2023-05-20,D
PROP-01735,505317,6,2,117.7,89.7,25,0.4,0.2,Ferndale,2024-05-13,G
PROP-01736,149108,2,1,48.5,0.0,3,2.6,0.4,Chapel End,2024-04-24,B
PROP-01737,502248,6,1,134.5,118.8,30,2.7,2.2,Northgate,2023-06-28,A
PROP-01738,631426,6,3,154.7,138.7,5,5.0,0.2,Eastmoor,2024-09-23,D
PROP-01739,489480,5,3,122.8,113.9,4,2.2,0.4,Kingsway,2023-03-09,A
PROP-01740,392279,3,2,95.8,93.1,56,3.8,1.8,Uppermill,2022-01-08,E
PROP-01741,409533,4,1,112.8,81.0,15,5.0,0.3,Westbury,2023-05-01,G
PROP-01742,124358,2,2,33.2,0.0,12,0.4,1.0,Northgate,2022-09-03,G
PROP-01743,274090,2,1,66.9,52.7,70,0.4,2.6,Stoneleigh,2024-10-28,G
PROP-01744,302945,3,2,78.2,84.0,10,0.5,0.6,Zelton,2024-08-30,D
PROP-01745,86878,1,1,43.2,0.0,97,4.4,0.5,Queensbury,2024-05-08,A
PROP-01746,298374,2,1,68.9,0.0,1,0.6,1.1,Ferndale,2023-04-22,B
PROP-01747,278547,3,2,68.7,0.0,56,0.2,0.2,Westbury,2024-10-10,F
PROP-01748,299881,3,2,87.5,95.2,150,0.5,0.8,Castlegate,2022-05-02,E
PROP-01749,258237,2,2,63.2,0.0,55,1.3,0.7,Stoneleigh,2024-08-30,C
PROP-01750,291474,5,2,72.2,119.4,27,0.6,0.3,Jubilee,2022-01-29,C
PROP-01751,304995,4,2,92.7,0.0,30,1.6,0.2,Jubilee,2024-02-23,D
PROP-01752,353318,3,2,82.7,0.0,20,1.9,0.3,Foxhall,2022-11-07,G
PROP-01753,205741,1,1,45.0,36.9,21,0.3,0.9,Gladstone,2024-04-18,D
PROP-01754,301748,3,2,77.9,0.0,4,0.5,0.5,Brindley,2022-01-26,A
PROP-01755,308618,3,1,69.0,76.3,3,0.4,1.5,Stoneleigh,2022-03-26,F
PROP-01756,251221,3,3,69.1,0.0,1,2.7,0.5,Foxhall,2023-07-27,F
PROP-01757,275485,3,1,59.5,85.8,150,0.2,1.6,Oakfield,2023-06-10,C
PROP-01758,635931,6,2,138.0,118.2,93,0.4,0.3,Uppermill,2024-03-24,A
PROP-01759,257311,2,1,71.1,0.0,123,3.8,1.1,Ashworth,2023-07-11,C
PROP-01760,528142,4,1,114.1,56.7,0,1.8,0.6,Uppermill,2023-12-25,D
PROP-01761,322416,3,1,98.0,101.6,0,5.0,0.3,Langford,2024-01-06,E
PROP-01762,336230,3,1,85.9,87.7,4,4.8,0.8,Foxhall,2022-07-06,C
PROP-01763,268481,3,2,61.4,60.7,21,1.1,0.6,Elmswood,2024-11-18,E
PROP-01764,274827,3,1,75.2,0.0,29,0.7,0.4,Queensbury,2023-04-18,D
PROP-01765,452574,4,2,113.4,117.0,26,1.6,0.9,Castlegate,2024-06-14,C
PROP-01766,375062,4,2,101.1,106.9,9,1.5,1.2,Eastmoor,2023-02-09,G
PROP-01767,142195,2,1,43.7,62.5,115,0.2,0.3,Hartley,2024-12-16,D
PROP-01768,296709,2,2,75.5,0.0,150,0.4,1.2,Victoria,2022-10-31,A
PROP-01769,481511,5,2,125.4,0.0,0,1.3,0.6,Brindley,2023-08-21,F
PROP-01770,184635,2,1,46.1,0.0,29,1.4,1.4,Castlegate,2022-09-06,C
PROP-01771,234762,1,1,61.3,23.7,39,2.7,0.3,Parkside,2023-02-17,D
PROP-01772,260107,4,2,71.7,91.4,53,1.5,0.6,Riverside,2023-11-21,C
PROP-01773,213527,2,2,53.2,0,19,0.2,0.2,Thornton,2024-11-20,C
PROP-01774,415469,3,1,84.0,92.7,122,0.2,0.3,Elmswood,2022-06-24,D
PROP-01775,411780,3,2,90.2,105.6,65,0.3,0.2,Uppermill,2023-06-17,G
PROP-01776,372725,4,1,88.3,116.8,21,0.1,0.5,Stoneleigh,2023-05-28,C
PROP-01777,497468,5,1,103.5,0.0,2,0.2,0.3,Elmswood,2022-02-02,G
PROP-01778,582929,5,2,134.7,0.0,5,0.5,0.7,Foxhall,2023-08-15,A
PROP-01779,354783,2,2,86.5,87.6,15,0.3,0.4,Foxhall,2024-01-05,E
PROP-01780,570779,6,1,151.6,178.7,24,0.1,0.3,Thornton,2022-07-13,G
PROP-01781,394886,4,1,94.0,0.0,21,0.2,0.4,Uppermill,2023-11-02,D
PROP-01782,433552,5,1,110.1,146.5,9,0.6,0.6,Beechwood,2022-06-24,C
PROP-01783,319554,3,2,75.4,86.6,54,0.4,3.0,Eastmoor,2024-05-24,B
PROP-01784,307747,3,1,85.2,64.3,22,2.2,0.4,Chapel End,2023-06-14,C
PROP-01785,407629,3,1,94.5,59.3,150,0.9,0.4,Uppermill,2023-09-07,D
PROP-01786,338943,3,1,76.0,0.0,27,2.1,1.0,Gladstone,2023-09-26,D
PROP-01787,152093,2,2,51.4,0.0,150,1.2,0.3,Kingsway,2022-07-27,F
PROP-01788,229906,3,1,53.7,109.9,21,2.6,2.4,Foxhall,2024-03-30,C
PROP-01789,525485,5,1,145.4,141.4,86,0.9,0.8,Queensbury,2023-07-07,G
PROP-01790,280009,4,2,85.1,84.8,1,5.0,0.3,Queensbury,2023-09-14,D
PROP-01791,316659,3,3,86.7,82.9,12,0.5,0.2,Yarrow,2024-05-08,F
PROP-01792,350360,5,1,96.1,83.7,37,2.2,0.3,Ironbridge,2022-12-19,A
PROP-01793,524763,6,2,131.0,150.1,58,0.3,1.2,Parkside,2023-02-05,D
PROP-01794,259121,3,1,73.2,86.8,45,2.4,0.8,Dunmore,2024-10-26,G
PROP-01795,245665,2,1,41.2,66.5,0,0.9,0.4,Zelton,2022-02-07,D
PROP-01796,443037,6,1,110.3,0.0,84,0.7,1.1,Ironbridge,2022-06-18,G
PROP-01797,80000,1,1,31.8,0.0,37,4.6,0.6,Chapel End,2023-05-06,D
PROP-01798,377557,3,2,97.5,0.0,2,0.4,3.0,Gladstone,2022-08-04,E
PROP-01799,394701,3,3,88.2,0.0,3,0.6,2.4,Gladstone,2023-09-02,D
PROP-01800,286252,4,1,86.7,0.0,69,2.3,0.8,Beechwood,2022-08-03,E
PROP-01801,88109,2,2,30,55.1,150,2.0,0.4,Stoneleigh,2023-08-07,E
PROP-01802,335889,3,2,101.7,43.3,3,4.9,0.5,Kingsway,2024-12-21,C
PROP-01803,497092,5,2,111.9,130.8,0,0.3,0.7,Zelton,2022-04-26,F
PROP-01804,168225,2,1,47.4,83.4,28,2.4,0.7,Chapel End,2022-11-13,C
PROP-01805,423502,5,2,101.0,114.8,5,0.4,0.5,Hartley,2022-03-24,D
PROP-01806,605648,5,2,140.5,0.0,13,0.1,1.2,Riverside,2024-01-21,G
PROP-01807,345445,3,3,76.4,85.0,44,0.6,1.5,Eastmoor,2023-03-13,D
PROP-01808,387197,4,1,95.0,0.0,150,1.5,1.4,Riverside,2023-12-23,D
PROP-01809,265227,1,1,65.2,38.4,46,0.5,1.7,Foxhall,2024-01-17,F
PROP-01810,347069,4,3,105.3,117.2,72,3.5,1.6,Millbrook,2022-05-29,A
PROP-01811,242520,2,1,61.3,81.8,11,2.4,0.5,Gladstone,2022-08-19,E
PROP-01812,349779,3,1,91.2,108.7,2,0.1,0.5,Drayton,2024-05-20,E
PROP-01813,92574,1,1,37.5,0.0,4,3.7,0.6,Yarrow,2024-01-17,G
PROP-01814,297580,3,1,61.3,86.1,109,3.1,0.4,Riverside,2022-07-05,B
PROP-01815,180745,1,1,61.7,83.7,21,2.3,0.3,Queensbury,2024-05-19,B
PROP-01816,283873,2,2,71.2,94.1,3,1.0,0.7,Brindley,2022-07-21,C
PROP-01817,138839,2,1,44.5,58.6,12,0.8,2.4,Beechwood,2024-08-03,C
