transaction_amount,time_since_last_transaction,merchant_category_code,distance_from_home,transaction_frequency_24h,is_weekend,is_fraud
27.91,66.41,8,10.01,1,1,0
242.41,37.59,15,7.82,5,1,0
1175.0,21.67,14,36.42,5,1,1
207.79,48.38,15,22.52,5,0,0
80.95,17.6,3,3.56,1,1,0
96.12,61.27,3,0.66,3,0,0
14.48,46.92,11,26.98,4,0,0
46.96,54.96,15,6.32,4,0,0
42.25,51.63,12,12.12,3,0,0
132.13,1.08,15,0.97,3,0,0
147.78,26.68,10,6.96,3,1,0
33.56,9.65,8,4.36,5,1,0
500,21.94,17,0.69,3,1,0
487.66,51.97,14,0.56,5,0,0
22.72,45.92,7,18.41,4,0,0
166.51,24.66,16,1.74,2,0,0
43.57,1.22,6,5.6,5,1,0
84.52,58.08,10,1.73,5,0,0
17.38,4.41,8,0.75,2,0,0
55.16,10.15,13,5.6,3,0,0
56.31,15.86,4,24.22,2,0,0
10.87,64.94,14,18.17,1,1,0
13.31,50.72,6,3.57,3,1,0
63.07,64.68,16,13.28,3,0,0
45.19,13.92,4,4.79,2,0,0
35.5,4.48,15,0.37,2,1,0
119.44,60.23,15,13.13,3,0,0
208.28,46.19,12,10.63,5,0,0
45.5,32.87,1,3.98,3,0,0
5,22.45,12,0.06,2,0,0
30.09,52.43,5,10.38,1,0,0
99.93,46.11,4,9.14,2,1,0
10.22,60.32,19,0.06,5,0,0
51.77,16.17,12,13.73,2,0,0
41.41,15.69,17,11.25,1,0,0
133.83,37.9,14,22.6,1,1,0
88.18,13.77,5,31.01,2,0,0
137.24,49.73,16,18.96,3,1,0
48.75,11.17,14,3.38,5,1,0
23.7,24.96,16,37.1,4,1,0
14.8,16.65,8,12.88,4,1,0
158.65,3.28,17,16.51,3,1,0
83.32,9.4,3,18.08,5,0,0
75.74,67.34,13,22.36,1,0,0
74.52,40.89,12,6.45,1,1,0
46.24,67.27,3,6.87,4,0,0
183.09,30.73,14,9.38,4,1,0
84.72,51.12,3,19.88,5,1,0
20.32,23.42,5,0.9,1,0,0
16.65,60.86,9,14.53,2,1,0
64.45,6.99,13,2.96,2,1,0
24.07,19.5,20,3.99,3,0,0
213.18,44.35,17,0.31,5,1,0
13.56,69.81,14,3.32,3,0,0
15.31,19.43,19,10.51,3,0,0
63.16,52.04,7,12.95,1,1,0
67.78,14.13,18,0.79,2,1,0
85.83,33.19,17,4.29,5,0,0
83.77,22.06,6,1.69,4,0,0
38.37,16.54,16,21.62,2,1,0
38.05,39.86,5,6.68,4,1,0
165.78,13.75,6,14.81,1,0,0
62.97,51.68,18,1.64,1,1,0
39.39,61.91,11,0.45,4,0,0
16.95,71.87,16,5.96,3,0,0
53.57,28.03,16,3.82,1,1,0
73.58,1.51,3,9.81,5,1,0
61.66,48.53,15,19.24,5,1,0
21.32,17.07,14,11.57,1,1,0
17.4,43.9,17,17.1,4,0,0
29.76,15.77,5,30.99,3,1,0
69.19,2.03,7,9.11,1,0,0
31.55,8.6,10,0.05,4,1,0
32.67,3.84,8,4.83,3,0,0
5,37.96,20,14.74,1,1,0
30.61,62.74,1,11.25,5,0,0
13.59,35.6,15,8.25,3,0,0
15.1,44.47,1,5.81,5,0,0
36.81,55.94,16,15.71,2,1,0
44.32,69.52,3,2.99,5,0,0
51.98,13.53,8,2.89,5,1,0
10.14,65.47,4,1.29,4,1,0
248.43,61.7,4,2.99,3,0,0
36.07,42.5,6,3.6,2,1,0
30.57,15.6,13,1.21,4,0,0
62.97,59.43,18,12.23,5,0,0
24.97,43.68,8,0.24,3,0,0
31.85,1.74,20,2.11,3,0,0
151.13,52.56,18,1.26,3,1,0
98.24,10.05,11,24.64,5,0,0
5,23.57,8,3.86,3,1,0
35.15,70.82,17,16.14,1,0,0
578.48,50.66,10,41.48,6,1,1
74.74,22.08,15,4.65,1,0,0
24.94,54.94,3,1.07,5,0,0
165.52,23.31,18,1.79,2,0,0
8.52,71.14,17,6.33,2,0,0
500,52.8,11,0.37,2,0,0
11.49,20.6,17,8.92,1,1,0
101.28,28.0,13,7.98,1,1,0
9.84,18.54,14,14.65,3,0,0
59.79,36.8,18,2.62,5,0,0
40.77,11.46,12,19.41,4,1,0
64.43,30.91,3,9.33,2,0,0
56.13,10.31,12,12.87,1,1,0
14.89,58.72,10,3.58,5,1,0
59.88,40.88,13,2.67,2,0,0
41.06,68.56,4,8.76,5,1,0
11.22,53.61,18,11.51,2,1,0
23.95,5.26,9,5.18,1,1,0
108.83,11.99,14,39.58,2,0,0
6.51,46.2,15,0.44,2,0,0
54.17,20.26,10,7.22,2,1,0
87.97,44.9,13,0.32,3,0,0
260.03,12.22,1,5.31,1,0,0
63.92,42.05,18,15.45,1,1,0
69.61,12.21,14,11.4,1,0,0
500,47.38,2,3.3,3,0,0
39.48,61.25,4,7.74,2,0,0
161.34,70.69,6,0.88,5,1,0
15.73,64.17,11,5.65,2,1,0
38.15,52.43,20,25.77,2,0,0
61.55,65.73,5,7.43,4,0,0
19.42,31.71,20,1.57,5,1,0
9.38,24.15,1,6.71,1,0,0
83.81,56.02,15,1.93,5,1,0
91.92,19.25,4,12.13,4,0,0
500,11.69,7,5.88,1,1,0
21.05,32.61,8,3.48,2,1,0
225.08,49.11,6,0.61,6,1,0
44.94,70.1,5,1.41,1,0,0
116.55,21.7,3,0.18,2,1,0
324.79,41.15,12,13.19,4,0,0
39.28,40.43,13,1.75,2,1,0
1423.04,0.98,2,326.79,12,0,1
147.38,15.34,5,13.48,12,0,1
86.58,45.88,11,4.64,1,1,0
135.32,71.18,19,3.38,4,0,0
116.26,13.44,11,20.44,1,0,0
44.67,63.47,7,0.25,5,0,0
47.91,45.25,11,7.01,4,1,0
306.25,28.59,9,8.7,3,0,0
60.09,19.44,6,5.18,4,0,0
96.06,21.23,20,4.77,5,0,0
47.39,32.03,15,23.14,1,0,0
8.6,30.47,10,2.57,3,1,0
45.79,53.8,16,1.98,4,1,0
72.28,68.34,15,10.41,5,1,0
143.06,9.45,19,2.86,5,1,0
144.07,19.64,13,5.57,2,0,0
26.51,67.81,17,9.98,2,1,0
19.26,19.86,14,7.91,4,0,0
107.9,38.31,16,10.06,4,1,0
31.68,46.28,12,5.69,1,0,0
85.14,7.49,3,21.19,4,0,0
39.97,2.54,14,7.86,3,0,0
158.87,29.56,15,19.4,2,1,0
42.63,29.79,20,1.69,1,1,0
50.43,23.4,16,9.13,5,1,0
172.33,9.97,12,2.93,4,0,0
114.67,51.14,4,3.92,3,0,0
72.06,24.91,16,14.14,4,1,0
54.87,64.8,2,1.53,3,0,0
235.51,57.97,20,4.14,3,0,0
48.0,17.99,18,0.2,2,1,0
55.44,20.63,20,6.41,1,1,0
161.09,13.92,1,4.34,3,1,0
19.79,53.86,18,11.12,4,0,0
82.2,0.27,15,17.71,11,0,1
11.53,63.65,19,5.12,4,1,0
39.06,31.59,5,34.27,2,1,0
177.5,60.75,6,14.59,5,0,0
89.13,36.52,12,0.6,1,1,0
174.41,2.45,20,0.5,5,0,0
113.96,59.3,18,5.19,4,0,0
61.76,50.98,1,15.75,1,1,0
58.97,30.16,16,0.06,3,0,0
53.55,21.54,4,1.14,5,1,0
188.34,1.83,6,5.63,4,1,0
22.44,42.77,10,14.04,1,0,0
205.28,58.7,3,0.47,4,0,0
26.0,48.24,5,10.28,2,0,0
229.95,11.24,18,31.37,5,1,0
49.81,26.16,5,9.35,1,1,0
53.15,58.13,14,14.84,5,0,0
23.26,48.25,14,2.57,5,1,0
41.36,25.51,19,5.49,1,0,0
72.44,30.77,4,19.98,4,1,0
14.84,9.57,12,26.74,2,1,0
139.92,39.53,14,0.51,4,1,0
14.58,12.62,9,6.84,2,0,0
17.37,19.77,8,0.35,2,1,0
29.14,64.46,15,3.11,3,0,0
125.92,70.43,13,2.57,5,0,0
11.4,23.73,12,0.64,2,1,0
48.69,17.59,19,12.33,4,1,0
23.41,4.15,17,11.88,3,0,0
236.32,15.43,11,2.73,5,0,0
16.13,71.81,11,22.22,5,1,0
18.68,23.55,5,10.39,3,1,0
107.29,61.87,4,1.84,2,1,0
40.27,56.9,9,6.72,5,0,0
41.94,56.33,16,1.79,4,1,0
64.49,4.84,14,5.21,5,0,0
39.83,10.83,5,6.86,3,1,0
21.03,10.78,15,1.0,5,1,0
43.61,33.15,6,6.88,1,0,0
15.48,28.8,16,3.38,5,0,0
14.84,44.24,9,0.24,3,1,0
5.58,68.15,6,8.18,4,0,0
12.55,19.42,2,0.78,4,1,0
500,37.43,6,24.43,2,1,0
117.97,57.0,2,6.77,3,0,0
55.51,46.29,18,13.83,2,0,0
101.11,6.27,15,9.12,3,0,0
76.67,10.96,5,8.98,4,0,0
47.12,59.69,2,1.13,1,1,0
271.35,41.65,6,6.14,1,1,0
38.96,55.16,4,0.7,3,1,0
141.65,67.3,11,1.68,2,1,0
19.9,4.65,5,18.19,1,1,0
32.84,66.6,9,11.01,2,0,0
76.53,24.87,4,17.18,5,1,0
117.4,16.54,8,2.94,1,0,0
75.79,12.85,4,0.8,4,0,0
84.75,60.07,12,0.74,1,0,0
9.71,7.56,19,11.19,2,0,0
92.3,13.91,7,29.76,1,0,0
48.53,66.89,4,2.74,3,0,0
175.37,67.12,12,0.05,1,0,0
36.97,8.42,8,0.05,3,0,0
138.9,33.92,1,15.57,4,0,0
8.36,12.97,20,2.31,2,0,0
171.69,8.17,10,16.17,3,1,0
89.81,13.95,9,1.96,5,1,0
38.22,14.45,2,8.5,2,0,0
21.99,11.2,5,5.84,3,1,0
58.22,34.13,7,2.85,4,1,0
70.05,62.54,15,4.22,2,0,0
25.82,46.72,1,13.29,5,0,0
5.23,18.0,16,1.67,4,0,0
9.83,59.59,1,0.91,1,1,0
38.57,41.66,10,5.06,2,0,0
13.26,7.13,13,12.48,3,0,0
35.05,29.91,7,1.65,1,0,0
57.95,13.97,8,2.07,4,0,0
41.62,10.63,14,20.08,3,0,0
58.53,71.45,10,11.79,1,0,0
48.98,41.71,7,11.44,4,1,0
34.55,41.92,6,5.38,1,0,0
35.19,24.56,1,3.06,3,0,0
72.92,25.37,7,14.26,3,1,0
204.88,28.37,4,0.13,5,1,0
32.91,9.99,2,29.29,5,1,0
99.32,9.48,2,1.58,5,0,0
500,15.08,6,0.41,5,1,0
12.39,20.93,15,10.57,4,1,0
63.6,55.17,9,11.8,3,1,0
47.18,57.68,10,2.29,2,0,0
128.45,8.66,9,16.77,5,1,0
158.04,49.85,10,1.07,2,0,0
96.33,9.47,18,0.49,2,1,0
251.86,70.62,7,2.81,3,0,0
52.67,58.98,10,12.0,3,0,0
22.28,9.74,8,1.73,3,1,0
117.18,36.6,2,3.02,4,0,0
17.37,19.92,13,0.59,4,0,0
43.1,66.43,13,21.52,2,0,0
25.1,42.58,5,0.3,1,0,0
15.55,1.74,2,12.7,3,1,0
49.53,3.04,4,4.16,4,1,0
83.98,46.09,18,2.57,3,0,0
102.31,52.73,8,5.62,1,0,0
222.51,24.45,20,19.6,5,1,0
365.41,36.1,20,6.65,2,1,0
32.27,68.66,15,22.91,2,1,0
34.89,4.39,11,2.55,3,1,0
20.7,3.65,9,11.8,5,0,0
44.88,35.06,5,1.94,4,1,0
290.68,17.47,14,10.35,4,1,0
11.14,47.78,8,7.91,1,1,0
11.59,69.86,15,4.2,5,0,0
36.92,1.42,13,5.82,1,1,0
18.5,60.81,9,18.81,5,1,0
24.2,15.09,20,0.51,4,0,0
115.66,69.84,5,0.46,2,0,0
53.99,53.59,14,2.73,4,0,0
5,26.73,15,7.03,2,1,0
12.72,25.21,18,16.96,3,0,0
48.34,38.88,4,2.64,5,1,0
92.5,68.34,3,11.93,1,1,0
16.51,15.61,3,6.89,5,0,0
15.51,17.87,1,19.58,1,0,0
10.57,36.74,1,2.12,5,0,0
118.57,58.83,18,18.73,1,0,0
41.51,20.19,14,5.13,3,0,0
38.14,10.04,1,1.41,1,0,0
27.72,57.06,16,1.92,2,0,0
59.21,60.74,13,4.94,1,1,0
102.53,14.69,7,14.51,2,0,0
10.19,45.07,18,14.69,3,1,0
80.54,49.2,8,1.8,2,1,0
188.01,1.88,15,1.95,4,0,0
56.83,2.35,19,3.04,1,1,0
22.29,51.93,19,4.31,1,1,0
338.55,13.4,17,0.26,1,1,0
627.28,5.94,8,220.93,8,1,1
29.8,17.16,1,8.63,4,1,0
262.44,54.85,9,26.85,1,1,0
5,27.88,18,2.78,5,1,0
41.78,49.77,8,28.74,1,0,0
134.21,54.09,15,12.23,2,0,0
16.33,59.66,11,7.5,5,0,0
130.17,53.89,18,21.41,3,1,0
26.43,51.79,13,3.43,3,0,0
32.37,67.79,12,7.63,2,0,0
5,30.91,4,4.82,5,1,0
48.78,61.95,12,6.02,5,1,0
72.96,15.75,18,2.93,2,0,0
265.78,55.59,13,5.8,3,1,0
52.9,70.72,9,4.52,3,0,0
11.62,42.32,9,12.62,1,1,0
60.73,22.9,3,2.39,4,1,0
98.07,6.42,10,5.73,1,1,0
105.54,46.7,9,20.9,1,0,0
15.54,9.57,8,5.33,3,1,0
67.21,16.18,17,6.42,5,1,0
38.58,27.33,19,9.04,3,1,0
35.45,29.83,17,3.18,3,0,0
91.31,41.55,15,28.75,3,1,0
187.47,8.43,3,2.98,3,1,0
116.83,29.91,9,5.43,2,1,0
92.5,29.89,16,5.19,2,1,0
43.2,54.16,11,0.63,2,1,0
500,42.87,15,11.48,5,1,0
52.43,8.69,12,9.9,4,1,0
68.21,62.81,8,8.59,2,1,0
53.69,35.63,17,0.82,4,1,0
60.15,18.49,18,8.43,2,1,0
129.33,2.22,12,8.37,4,0,0
221.41,31.36,2,7.49,4,1,0
77.75,38.68,7,4.21,2,1,0
78.75,51.93,4,8.66,4,1,0
173.27,16.32,13,14.17,5,1,0
29.73,3.59,4,13.13,3,1,0
134.6,60.2,1,9.37,1,0,0
22.85,43.61,13,0.34,4,0,0
27.77,38.3,20,3.49,2,1,0
178.26,59.61,6,0.05,5,0,0
14.59,56.78,17,6.8,4,0,0
51.21,2.06,6,7.24,3,0,0
27.66,58.22,3,0.79,5,1,0
34.75,39.37,6,12.19,5,1,0
161.13,1.47,18,4.24,1,1,0
13.34,26.92,19,1.78,5,0,0
18.06,9.2,4,10.85,2,1,0
51.22,41.12,6,3.43,5,1,0
31.48,62.88,4,4.55,1,0,0
8.78,54.0,19,0.27,1,0,0
55.37,51.1,9,2.58,4,1,0
194.83,5.13,13,51.09,8,0,1
121.39,57.89,3,6.25,2,0,0
368.25,53.44,20,13.26,1,0,0
30.09,63.54,17,60.43,5,1,0
81.6,65.24,19,23.36,1,1,0
21.88,65.69,11,2.23,3,0,0
136.79,62.35,8,1.42,1,0,0
134.12,7.87,12,13.21,4,0,0
13.42,69.74,5,25.95,4,0,0
10.4,50.85,20,4.65,2,1,0
66.99,34.71,16,1.93,2,1,0
275.2,31.84,10,2.65,1,1,0
51.79,7.88,9,0.09,5,1,0
47.13,4.97,13,6.52,3,1,0
498.7,58.78,1,16.13,5,0,0
21.89,54.85,2,0.88,1,0,0
210.12,52.61,17,7.58,2,1,0
17.03,67.14,18,5.18,5,1,0
41.01,19.8,1,10.72,5,1,0
66.17,40.47,18,2.3,4,0,0
52.8,49.44,3,0.53,2,1,0
51.79,36.24,20,20.96,1,1,0
78.84,14.7,13,3.55,2,1,0
197.34,58.33,5,11.72,2,1,0
45.0,64.2,7,1.51,1,0,0
89.37,25.92,17,13.64,1,0,0
25.88,42.25,12,15.84,1,0,0
65.48,41.93,11,32.13,2,1,0
132.54,42.67,10,7.41,5,1,0
27.37,17.51,1,7.43,5,0,0
62.76,57.59,10,4.99,5,1,0
157.62,31.82,9,0.79,5,1,0
163.27,58.78,7,0.72,1,0,0
37.5,33.78,10,12.05,5,1,0
52.44,64.75,13,1.02,3,1,0
40.08,28.45,20,12.0,4,0,0
158.05,48.42,1,8.0,3,0,0
14.73,49.74,5,1.29,5,1,0
21.13,18.78,17,21.51,4,0,0
101.78,64.13,17,12.78,3,1,0
72.02,29.15,17,13.12,3,0,0
173.3,36.32,17,2.48,1,1,0
158.28,23.75,19,0.37,1,1,0
47.35,51.12,15,2.48,4,0,0
116.6,12.14,6,7.27,3,0,0
5,59.56,14,0.9,5,0,0
169.03,52.95,17,4.56,3,1,0
10.47,20.25,8,9.06,3,0,0
55.92,69.07,4,12.75,2,0,0
8.61,54.88,10,7.23,2,0,0
67.33,70.07,13,0.42,5,1,0
41.05,58.91,9,10.75,2,1,0
51.1,23.64,10,1.0,3,0,0
11.35,4.35,2,2.54,5,0,0
12.8,14.31,3,2.18,1,0,0
26.09,63.42,12,9.72,5,1,0
73.47,43.92,19,5.52,2,1,0
84.9,41.09,20,2.58,4,0,0
78.61,66.72,13,6.58,3,0,0
49.62,35.84,12,36.68,3,1,0
89.0,7.18,15,6.24,2,0,0
95.4,69.01,15,15.89,1,0,0
43.97,20.66,3,2.28,5,1,0
314.24,55.14,18,24.55,5,0,0
16.86,13.35,15,2.78,2,0,0
500,47.06,9,17.86,2,1,0
177.4,32.84,6,6.1,1,0,0
65.79,31.06,14,1.8,2,1,0
161.51,20.43,4,3.79,2,1,0
6.04,7.45,9,23.77,3,1,0
30.04,5.7,5,2.63,1,1,0
8.07,71.69,15,13.16,1,1,0
128.36,17.85,18,15.66,4,1,0
79.36,66.73,19,27.2,1,1,0
49.92,17.39,2,3.84,4,1,0
29.11,52.3,13,23.3,3,0,0
76.16,71.84,16,0.88,4,0,0
94.25,25.21,16,11.83,4,0,0
19.21,53.5,19,14.5,1,1,0
130.16,35.23,8,0.05,2,1,0
182.33,50.15,2,2.63,1,1,0
30.97,60.9,18,0.78,3,1,0
146.61,55.38,18,17.53,2,0,0
59.86,61.9,6,14.85,2,1,0
124.14,47.3,8,15.33,3,0,0
291.55,20.78,3,27.26,3,1,0
49.71,2.6,2,0.69,3,0,0
58.67,33.71,18,14.88,1,0,0
30.3,15.31,20,2.37,2,1,0
55.28,68.79,7,2.39,3,1,0
400.5,35.72,20,3.18,5,0,0
24.93,46.55,18,20.87,2,0,0
182.07,51.03,4,0.62,5,1,0
60.4,11.41,8,3.54,2,0,0
61.15,3.16,20,12.0,3,0,0
249.77,55.82,18,3.13,1,0,0
52.55,13.15,2,6.1,3,0,0
130.68,60.65,12,1.87,4,1,0
65.84,21.92,6,7.74,5,0,0
25.11,30.25,6,7.54,1,0,0
27.81,5.11,19,23.49,1,1,0
71.47,46.61,20,11.13,5,0,0
21.86,36.75,14,2.6,1,1,0
19.29,7.29,20,25.7,3,0,0
33.18,55.79,12,11.99,3,0,0
40.64,33.53,9,11.71,2,0,0
57.97,64.13,4,5.88,3,0,0
101.51,50.93,19,11.0,1,1,0
29.88,23.47,10,0.85,1,1,0
29.54,64.32,19,23.39,5,0,0
37.8,61.61,13,14.28,5,0,0
94.27,16.79,3,3.17,5,1,0
6.29,65.72,9,5.21,2,0,0
81.49,67.02,9,2.72,5,1,0
53.32,54.12,12,11.2,1,0,0
19.28,52.77,19,2.54,4,1,0
500,61.94,4,5.73,4,0,0
22.87,63.06,10,3.57,3,1,0
79.4,42.55,16,6.55,4,0,0
47.98,47.56,15,9.42,5,1,0
37.03,16.33,18,22.92,2,0,0
110.64,37.25,1,2.01,1,0,0
51.09,71.16,15,12.79,1,0,0
208.01,27.53,10,16.1,1,0,0
74.46,22.34,20,26.87,5,0,0
54.2,66.52,12,2.11,1,0,0
74.62,3.9,4,6.63,4,1,0
7.59,9.98,6,3.36,3,0,0
50.05,40.89,11,9.61,2,0,0
49.19,15.28,8,10.1,2,0,0
27.84,14.0,14,1.86,1,0,0
75.14,66.57,3,19.83,4,1,0
37.11,31.3,9,3.75,2,1,0
36.39,67.28,11,6.39,3,1,0
87.37,37.6,11,7.2,2,1,0
35.74,55.25,9,5.56,1,1,0
167.74,33.94,19,28.56,2,0,0
69.94,8.52,11,4.53,3,1,0
29.85,9.38,7,19.35,2,1,0
200.19,65.84,6,4.33,2,0,0
286.04,68.2,8,13.57,3,0,0
129.2,22.54,5,3.08,2,1,0
35.04,69.31,6,6.34,4,1,0
55.39,3.19,17,92.45,4,1,1
24.39,16.54,10,4.35,4,1,0
29.04,36.42,5,5.02,2,1,0
27.06,36.19,17,11.38,2,0,0
44.04,32.72,14,7.25,4,0,0
5,6.71,15,11.43,3,0,0
132.11,30.22,6,24.13,2,1,0
247.6,68.67,4,4.62,5,1,0
185.74,15.09,16,1.05,3,0,0
84.14,47.93,20,6.79,5,0,0
45.3,53.86,13,16.61,3,0,0
49.76,41.88,13,2.88,4,0,0
73.91,4.93,13,9.21,4,1,0
24.14,70.16,18,8.03,5,1,0
110.0,41.91,4,7.24,3,0,0
11.45,20.11,2,4.93,4,1,0
47.26,56.99,16,7.93,3,0,0
165.94,22.4,17,3.42,3,1,0
500,19.9,13,2.5,1,0,0
67.73,5.29,20,19.51,4,0,0
16.46,19.6,4,6.45,4,0,0
26.32,40.05,3,0.03,1,0,0
5,29.44,2,5.95,4,0,0
38.33,7.35,9,3.42,3,1,0
99.92,44.83,14,2.12,5,0,0
54.89,66.44,13,9.29,1,1,0
45.61,1.65,9,5.26,5,1,0
50.38,19.12,3,0.51,1,1,0
112.82,13.78,13,7.32,5,0,0
89.09,14.89,16,1.31,2,1,0
241.8,55.42,7,0.49,5,0,0
7.56,11.09,10,13.05,3,1,0
60.01,17.33,17,8.25,2,0,0
30.27,51.25,11,12.28,1,1,0
36.33,17.94,4,1.62,2,1,0
56.55,42.81,3,34.7,2,0,0
25.36,24.99,20,2.75,2,0,0
106.28,48.33,3,7.8,4,0,0
500,53.51,20,8.29,4,1,0
132.58,28.29,8,14.1,2,0,0
49.25,25.44,13,29.11,4,1,0
95.96,33.1,8,4.03,3,1,0
176.37,59.05,16,10.41,5,0,0
15.19,40.28,20,4.89,4,1,0
34.8,54.44,17,5.15,5,0,0
254.99,62.86,2,2.12,1,0,0
28.09,45.38,6,7.78,2,1,0
81.96,58.41,16,6.03,5,0,0
6.94,46.47,8,6.44,2,0,0
42.24,32.57,8,15.47,1,1,0
28.5,2.68,10,0.86,3,1,0
101.48,51.85,8,2.47,2,1,0
500,37.06,2,4.66,3,0,0
76.08,71.91,4,7.06,2,1,0
96.26,53.6,1,0.36,1,0,0
51.27,29.1,7,38.76,5,1,0
421.26,58.2,14,10.43,4,0,0
9.95,26.53,18,7.21,1,0,0
103.72,42.58,18,6.71,2,1,0
13.58,41.17,20,6.66,1,0,0
54.05,49.72,13,5.41,3,1,0
95.21,22.75,14,0.44,2,0,0
38.91,45.0,9,2.4,5,0,0
27.31,8.08,6,0.88,1,1,0
141.07,43.3,18,50,1,1,0
47.42,29.66,16,0.3,3,0,0
85.4,53.65,14,13.02,3,0,0
28.83,56.95,15,5.49,5,0,0
92.47,21.99,9,6.24,4,0,0
10.78,59.65,4,20.51,2,0,0
37.72,20.99,15,3.84,1,1,0
85.31,22.49,5,0.12,2,1,0
39.08,70.17,4,6.49,3,1,0
18.64,46.36,3,1.77,5,1,0
73.34,23.83,16,5.57,1,1,0
228.63,31.11,17,2.07,1,1,0
8.93,48.41,14,1.9,4,1,0
157.86,4.64,13,0.69,4,1,0
35.8,33.28,11,11.46,4,1,0
31.46,37.9,16,5.43,2,0,0
41.2,30.55,16,9.43,2,0,0
36.4,10.92,18,50,7,0,0
112.7,31.53,18,13.33,2,1,0
23.49,42.1,2,7.73,4,1,0
25.76,7.82,16,7.84,2,1,0
45.76,43.77,8,50,2,1,0
40.56,54.03,6,2.59,1,1,0
43.52,13.81,8,10.24,2,0,0
13.77,36.63,19,10.64,3,0,0
124.75,52.84,1,20.78,4,0,0
76.91,30.17,11,5.55,4,0,0
5,68.42,18,3.14,5,1,0
11.06,19.38,8,2.81,3,0,0
500,36.26,4,10.0,5,1,0
12.77,7.42,11,16.44,5,0,0
13.01,68.04,14,4.14,4,0,0
56.56,65.59,7,6.42,1,0,0
10.0,23.26,7,2.07,2,0,0
20.0,34.32,15,2.11,2,1,0
28.39,31.04,10,0.52,4,1,0
12.59,28.51,11,9.09,1,1,0
27.51,61.28,5,4.17,3,0,0
87.34,7.13,20,1.11,5,0,0
15.91,58.89,3,28.19,4,1,0
38.15,53.26,9,0.61,5,0,0
69.83,36.52,11,11.15,3,0,0
149.25,5.91,6,4.98,5,1,0
49.71,11.36,6,4.56,4,1,0
12.75,5.54,4,0.97,5,0,0
129.77,2.34,10,12.36,4,1,0
14.97,13.7,10,20.26,4,1,0
21.75,21.5,11,9.62,5,1,0
35.45,18.17,7,15.19,2,1,0
27.92,33.74,6,3.77,4,0,0
32.82,11.09,9,7.91,4,1,0
40.68,38.76,4,2.64,4,0,0
34.59,49.82,4,12.06,2,0,0
300.42,57.28,5,1.35,5,0,0
39.72,66.05,17,15.27,1,1,0
100.3,68.82,12,7.03,4,0,0
197.33,13.68,2,1.81,4,0,0
19.24,44.11,9,2.67,3,1,0
99.2,54.68,10,1.71,5,0,0
198.34,43.58,19,1.56,4,0,0
6.36,8.26,9,6.54,5,1,0
61.03,5.46,8,0.32,1,1,0
144.37,27.66,5,14.89,3,0,0
18.36,24.44,15,10.52,3,0,0
50.19,71.48,9,7.66,2,0,0
167.11,61.19,10,0.1,1,0,0
53.63,20.54,9,0.11,1,0,0
88.58,42.82,9,17.02,1,0,0
68.58,68.55,18,10.03,4,0,0
54.62,65.39,13,0.15,2,0,0
40.74,17.66,4,0.65,4,0,0
12.39,18.36,11,8.7,4,1,0
17.07,47.84,11,24.19,2,1,0
60.88,21.07,11,8.05,1,0,0
409.93,7.49,9,99.7,5,0,0
235.2,33.85,7,4.7,2,0,0
18.89,33.18,1,0.54,1,1,0
239.02,27.02,19,1.64,1,0,0
30.09,24.99,13,2.66,4,0,0
141.64,35.43,7,0.03,2,0,0
70.95,40.46,17,10.73,3,1,0
82.39,23.08,19,0.77,1,0,0
28.23,29.07,19,1.75,5,0,0
187.08,59.59,1,0.68,5,1,0
18.24,56.32,16,29.82,2,0,0
11.12,69.49,17,18.73,2,0,0
51.79,5.47,7,7.46,1,1,0
17.7,52.99,1,38.03,4,1,0
536.1,0.49,5,105.47,9,1,1
74.68,44.34,11,17.23,3,1,0
63.9,65.5,10,15.74,4,1,0
32.61,32.56,14,5.76,1,1,0
33.65,70.93,13,15.34,2,0,0
23.86,1.86,17,8.77,5,0,0
38.1,57.34,11,1.19,2,1,0
149.66,50.76,4,6.35,2,0,0
22.52,34.81,15,4.36,4,1,0
22.23,54.56,2,1.21,3,0,0
14.61,5.78,17,5.16,2,1,0
300.28,25.38,3,5.62,2,0,0
26.66,12.22,3,6.52,1,0,0
45.36,25.13,2,2.95,4,0,0
51.55,63.27,12,4.81,3,0,0
500,26.28,10,3.08,1,1,0
133.0,19.63,4,0.13,2,0,0
27.58,35.56,15,9.98,3,0,0
61.35,50.72,13,2.77,4,1,0
68.96,9.85,2,1.38,5,0,0
21.35,6.41,5,16.52,1,0,0
40.78,50.41,13,6.11,2,1,0
155.14,45.87,9,1.81,2,0,0
20.98,47.64,13,1.98,3,1,0
183.14,60.25,16,6.52,4,1,0
32.66,68.34,18,1.56,5,1,0
139.74,30.44,8,0.03,4,0,0
87.79,57.13,15,10.35,1,0,0
40.64,8.19,8,6.07,2,0,0
62.43,25.78,5,15.38,5,1,0
29.19,58.05,2,0.94,5,0,0
39.45,4.62,14,5.96,2,0,0
73.69,16.31,6,4.45,4,0,0
31.52,28.26,15,0.09,4,1,0
182.33,29.99,11,8.87,2,1,0
57.9,69.4,5,3.61,3,1,0
28.88,15.27,6,13.25,2,1,0
24.3,65.66,16,10.27,4,0,0
192.11,64.47,7,24.04,1,0,0
12.46,24.49,15,2.53,3,0,0
128.23,10.95,5,9.45,4,1,0
17.2,29.49,4,2.02,3,1,0
47.27,32.14,19,10.65,5,0,0
44.7,2.13,5,8.32,1,1,0
