age_group,income,employment_length,loan_amount,credit_history_length,num_open_accounts,debt_to_income,region,defaulted
51-65,72979.86,3,1000.0,5,5,0.3338,South East,0
65+,19050.74,40,20073.77,3,4,0.2185,South East,0
36-50,46908.75,8,15408.57,6,5,0.3032,Midlands,0
36-50,69473.62,11,31998.2,9,4,0.2112,South East,0
26-35,26397.26,11,17685.32,3,2,0.1094,Midlands,0
26-35,43496.88,18,3189.44,0,4,0.3849,Midlands,1
51-65,62831.21,0,1000.0,13,5,0.2405,Scotland,0
65+,15000.0,2,27642.95,7,1,0.112,Midlands,0
36-50,58683.91,10,14363.76,11,5,0.3873,Midlands,1
51-65,40417.32,22,6341.96,6,4,0.2899,South East,0
26-35,67955.17,11,7803.35,10,5,0.3743,Midlands,0
26-35,27105.05,5,27983.44,19,2,0.3702,Midlands,0
36-50,17038.03,4,19718.09,2,5,0.1887,North,0
26-35,32225.34,13,25971.78,4,4,0.4317,London,1
36-50,31849.5,13,17452.15,3,1,0.1001,South East,0
26-35,38283.25,9,6633.78,18,4,0.2723,Midlands,0
51-65,33565.57,3,32865.77,7,4,0.2644,Midlands,1
51-65,15000.0,25,11089.5,12,10,0.2268,Midlands,0
36-50,40290.79,8,23044.11,0,5,0.4671,North,0
26-35,46172.34,15,25842.15,9,3,0.3561,South East,0
36-50,38521.64,2,15062.66,6,3,0.151,Midlands,0
65+,47162.91,4,3867.77,14,2,0.1684,North,0
36-50,43529.07,20,8218.41,11,6,0.5785,South East,0
18-25,17124.12,0,21771.83,5,3,0.2628,North,1
18-25,36584.65,7,20338.2,15,2,0.2245,Midlands,0
26-35,44050.2,6,28006.63,16,1,0.4588,Midlands,0
26-35,37730.93,13,26392.94,15,4,0.1067,Scotland,0
51-65,15129.78,3,5470.29,11,6,0.4864,South East,0
51-65,64016.03,2,29436.41,6,5,0.2243,Scotland,0
26-35,24501.2,26,4738.24,9,5,0.3818,Midlands,0
26-35,19640.46,8,20947.95,5,5,0.2625,North,0
26-35,42734.73,1,39214.65,9,1,0.1311,Scotland,0
65+,36316.38,2,18124.85,5,4,0.3414,Scotland,0
36-50,52825.95,40,1000.0,7,3,0.4337,North,0
36-50,57707.77,2,11741.02,18,6,0.0382,North,0
36-50,54970.17,9,36748.38,9,2,0.1813,Midlands,0
36-50,41967.91,5,12929.03,5,4,0.4685,Midlands,1
26-35,51959.35,21,28269.94,2,5,0.3677,London,0
26-35,15000.0,14,5433.76,7,7,0.3757,London,0
36-50,61698.5,9,11443.23,11,3,0.4317,Scotland,1
36-50,34713.07,0,12842.96,8,6,0.3761,London,0
26-35,77458.88,21,34509.14,7,3,0.3377,South East,0
18-25,62246.4,5,11940.6,10,4,0.4539,North,0
26-35,38448.86,26,1000.0,9,5,0.2732,London,0
36-50,42385.39,6,38819.82,11,4,0.318,South East,0
36-50,63313.11,11,17274.67,11,3,0.4191,North,0
65+,15000.0,0,21546.64,7,3,0.2282,North,0
18-25,39115.85,13,1000.0,7,5,0.491,North,0
26-35,72625.63,4,17577.65,8,7,0.355,Midlands,1
26-35,57207.36,4,15190.97,10,3,0.1821,Midlands,0
36-50,26921.15,1,5337.42,13,6,0.2968,North,0
36-50,47660.54,1,21679.56,6,3,0.1537,Midlands,0
51-65,24419.52,2,1000.0,7,7,0.3303,North,0
26-35,35853.6,3,5266.96,3,3,0.2745,Scotland,0
36-50,48009.08,22,27119.54,0,5,0.2162,Midlands,0
51-65,51176.85,4,7741.66,1,13,0.1064,Midlands,1
65+,55129.54,12,10066.42,2,3,0.225,London,0
65+,64208.17,0,15900.0,4,8,0.2983,North,0
51-65,20512.93,8,11280.53,10,5,0.2754,London,0
65+,42432.38,6,21908.87,2,3,0.1496,Midlands,0
26-35,26693.75,38,16759.78,8,7,0.3226,Scotland,0
26-35,34820.58,18,1000.0,12,4,0.2017,Midlands,0
18-25,28420.12,6,7651.26,3,5,0.4306,South East,1
51-65,50989.26,14,6569.61,5,7,0.4483,North,0
65+,60954.35,2,10365.92,1,6,0.2892,South East,0
26-35,61926.26,8,16119.77,3,4,0.5091,North,1
36-50,22106.88,0,18062.88,14,3,0.3031,North,0
51-65,39780.64,4,1000.0,10,6,0.1639,South East,0
65+,21607.77,2,25250.59,18,4,0.4622,Wales,0
36-50,21007.89,12,14091.32,4,2,0.5137,South East,0
65+,30088.84,6,3796.02,15,2,0.4394,Wales,0
26-35,48179.36,13,24523.2,4,5,0.2283,London,0
26-35,51340.47,7,1000.0,5,1,0.1718,South East,0
36-50,53776.13,0,1000.0,21,5,0.278,South East,0
26-35,52662.45,13,36291.56,3,4,0.6172,London,1
18-25,26738.68,17,16463.06,15,1,0.1788,North,0
51-65,63289.66,23,7627.53,7,4,0.4185,North,0
51-65,56459.04,8,16084.98,2,1,0.3089,North,0
