age_group,income,employment_length,loan_amount,credit_history_length,num_open_accounts,debt_to_income,region,defaulted
65+,26923.29,24,15805.7,13,2,0.23,London,0
65+,58813.38,9,11131.83,7,3,0.3397,North,0
51-65,60765.32,11,24551.27,2,5,0.3656,North,0
18-25,36614.22,0,9738.33,9,11,0.2561,North,0
36-50,24744.03,6,9235.35,7,6,0.2984,North,0
18-25,19863.37,5,40260.83,7,3,0.0817,Scotland,0
51-65,41467.78,12,18787.02,8,4,0.0558,North,0
26-35,16572.69,4,14177.8,8,3,0.3821,London,0
26-35,16919.95,37,10556.68,15,4,0.6189,North,0
65+,27736.25,11,12897.32,3,1,0.1473,North,1
18-25,42607.78,10,27478.64,0,3,0.348,North,0
18-25,57030.97,25,23285.79,8,3,0.3772,North,0
26-35,38762.01,40,8510.7,12,2,0.4359,Midlands,0
36-50,42449.35,2,11699.56,0,3,0.3034,South East,0
36-50,49739.75,16,1845.63,9,5,0.215,North,0
36-50,48341.2,1,17631.88,0,2,0.4769,South East,0
51-65,26720.88,6,1000.0,12,3,0.0869,North,0
18-25,48067.72,1,1000.0,8,7,0.4373,North,1
36-50,50476.95,9,15923.0,3,3,0.2594,North,0
36-50,39660.81,6,1000.0,0,5,0.4166,North,0
36-50,37047.15,9,37841.87,18,2,0.5541,London,0
26-35,43991.67,11,6133.35,19,2,0.277,Wales,0
18-25,42425.09,9,19837.93,2,6,0.3248,North,1
18-25,15000.0,3,27677.84,2,3,0.3169,Midlands,0
18-25,41432.67,18,17685.61,8,7,0.7218,South East,1
26-35,52686.56,8,14948.83,6,2,0.3608,London,1
18-25,49830.12,6,9322.27,6,5,0.3539,North,0
26-35,40657.25,40,1819.28,9,2,0.367,Midlands,0
18-25,37220.78,3,10243.86,17,7,0.5829,South East,0
51-65,29046.86,7,16030.31,14,4,0.2843,Midlands,0
51-65,33282.36,11,14740.56,6,4,0.499,North,0
26-35,45910.28,1,5450.74,11,4,0.2661,North,1
36-50,40768.42,4,25634.42,0,6,0.2557,North,1
65+,48556.11,16,1000.0,8,6,0.4356,Scotland,0
36-50,27210.57,2,20949.1,6,6,0.5621,South East,0
65+,51254.07,6,23507.05,12,8,0.3225,North,0
18-25,25723.31,9,17380.2,11,5,0.3214,London,0
51-65,38041.73,11,31638.88,9,5,0.4753,North,1
26-35,26571.53,13,19055.74,10,6,0.3784,North,1
18-25,33523.34,20,28787.66,5,3,0.482,South East,0
65+,65507.0,4,1000.0,12,6,0.1362,Midlands,0
65+,42640.34,12,24379.39,10,4,0.2241,Scotland,1
26-35,38377.82,13,20856.78,7,4,0.3708,South East,0
65+,56179.43,3,20348.55,8,5,0.4478,Midlands,0
18-25,15000.0,34,21171.84,12,4,0.3605,Wales,0
36-50,32617.86,20,10188.83,12,5,0.392,North,1
18-25,27504.4,3,22588.78,6,3,0.471,Scotland,0
18-25,22136.83,11,32813.83,3,3,0.193,Scotland,0
51-65,15000.0,12,1000.0,5,5,0.471,South East,0
26-35,31713.7,5,26899.43,5,3,0.5376,South East,1
18-25,45402.59,19,13711.84,8,4,0.3286,Scotland,0
26-35,32796.81,11,8404.3,13,5,0.2508,Scotland,1
18-25,46983.62,10,2894.41,5,3,0.5133,London,1
36-50,36072.43,2,18798.31,9,3,0.6379,Midlands,1
18-25,52492.55,5,30825.52,7,3,0.4022,Midlands,0
51-65,27458.05,5,11110.72,8,5,0.2476,Scotland,0
26-35,15000.0,13,21666.84,9,2,0.3791,Midlands,0
26-35,15000.0,9,14895.08,14,5,0.2549,Wales,0
26-35,27533.64,0,1000.0,9,1,0.4874,Wales,0
36-50,21797.76,3,13206.61,0,3,0.3724,Scotland,0
18-25,26142.49,6,8353.11,7,3,0.2408,North,0
26-35,52080.41,13,4865.24,15,4,0.4099,Midlands,0
26-35,15000.0,13,10696.69,13,4,0.2817,London,0
51-65,57622.04,6,11816.49,11,4,0.1827,North,0
18-25,22913.31,1,25065.65,13,4,0.4939,Midlands,0
51-65,16339.85,3,15235.78,12,5,0.4248,Midlands,0
18-25,32924.44,2,1000.0,13,6,0.3096,North,0
18-25,57485.26,15,27065.79,2,5,0.5708,North,1
18-25,24315.6,1,18851.09,7,8,0.268,Scotland,0
18-25,25985.44,6,17809.15,8,2,0.3148,Midlands,0
36-50,26987.72,11,23735.25,8,2,0.4363,South East,1
65+,52250.47,33,14783.95,5,1,0.5114,North,0
18-25,28307.41,40,9635.97,8,2,0.4386,Wales,0
26-35,41693.35,30,18465.73,0,3,0.2954,Scotland,0
26-35,36808.82,12,21229.29,10,3,0.3444,South East,0
26-35,33350.04,13,18814.27,4,2,0.2832,Midlands,0
26-35,27520.03,14,23110.19,0,8,0.3302,Wales,1
