sol,earth_date,min_temp_c,max_temp_c,pressure_pa,wind_speed_ms,uv_index,instrument_status
2562,2031-01-05,,-17.2,763.7,8.5,0,nominal
2563,2031-01-06,-65.9,-32.3,564.1,22.4,7,nominal
2564,2031-01-07,-89.6,-12.8,748.9,23.6,7,nominal
2565,2031-01-08,-84.4,-30.2,,25.2,2,nominal
2566,2031-01-09,-67.8,-21.4,793.5,28.1,6,nominal
2567,2031-01-10,-82.9,,684.2,22.1,4,nominal
2568,2031-01-11,-84.8,-33.1,605.8,20.6,11,nominal
2569,2031-01-12,-86.8,-20.2,769.1,16.4,4,nominal
2570,2031-01-13,-81.5,-34.1,601.1,7.8,10,nominal
2571,2031-01-14,-92.2,-16.6,814.5,6.8,2,nominal
2572,2031-01-15,-71.4,-11.8,779.9,16.7,2,nominal
2573,2031-01-16,-81.1,-25.5,564.1,7.6,0,nominal
2574,2031-01-17,-92.6,-16.4,677.6,20.2,3,nominal
2575,2031-01-18,-75.9,-25.8,628.7,26.8,2,nominal
2576,2031-01-19,-73.6,-34.1,632.5,6.4,8,nominal
2577,2031-01-20,-72.6,-18.3,594.3,16.6,7,nominal
2578,2031-01-21,-85.1,-26.6,829.0,15.8,11,warning
2579,2031-01-22,-75.5,-27.7,587.9,14.6,8,nominal
2580,2031-01-23,-86.4,-13.3,695.0,16.2,5,nominal
2581,2031-01-24,-87.0,-18.2,707.0,7.3,2,warning
2582,2031-01-25,-85.1,-21.6,832.8,13.7,0,nominal
2583,2031-01-26,,-20.2,810.2,29.4,6,nominal
2584,2031-01-27,-92.4,-11.4,572.1,26.5,3,nominal
2585,2031-01-28,-68.9,-25.6,721.5,8.2,6,nominal
2586,2031-01-29,-78.7,-34.5,593.5,25.4,3,nominal
2587,2031-01-30,-75.2,-22.7,712.1,14.8,5,nominal
2588,2031-01-31,-74.9,-27.5,,11.3,5,nominal
2589,2031-02-01,-87.7,-19.2,599.4,22.5,1,nominal
2590,2031-02-02,-92.7,-29.3,663.0,6.1,5,nominal
2591,2031-02-03,-81.3,-18.1,718.6,30.6,2,offline
2592,2031-02-04,-73.6,-32.5,809.7,,4,warning
2593,2031-02-05,,-19.1,789.8,28.0,7,nominal
2594,2031-02-06,-70.1,-25.7,818.0,,1,nominal
2595,2031-02-07,-77.3,-9.8,691.8,10.4,0,nominal
2596,2031-02-08,-83.9,-14.0,610.6,16.1,5,nominal
2597,2031-02-09,-87.1,,834.7,9.0,2,nominal
2598,2031-02-10,-71.3,-29.6,652.5,30.8,3,nominal
2599,2031-02-11,-74.1,-23.9,614.8,15.9,8,nominal
2600,2031-02-12,-90.1,-15.3,,28.6,11,nominal
2601,2031-02-13,-77.8,-30.5,720.3,20.3,8,nominal
2602,2031-02-14,,-29.9,810.3,5.5,9,nominal
2603,2031-02-15,-77.7,-14.1,625.3,15.6,2,nominal
2604,2031-02-16,,-16.7,772.3,4.5,7,nominal
2605,2031-02-17,-91.0,-21.8,792.7,,5,nominal
2606,2031-02-18,-87.0,-10.6,643.2,13.6,0,nominal
2607,2031-02-19,-72.9,-23.1,789.8,7.3,11,nominal
2607,2031-02-19,-72.9,-23.1,789.8,7.3,11,nominal
2608,2031-02-20,-82.5,-13.5,763.5,31.5,8,warning
2609,2031-02-21,-84.9,-12.1,791.7,32.1,0,nominal
2610,2031-02-22,-82.3,-22.7,569.6,20.7,4,nominal
2611,2031-02-23,,-30.8,795.6,9.5,,nominal
2612,2031-02-24,-93.4,-21.8,840.1,11.3,,nominal
2613,2031-02-25,-71.6,-25.7,726.8,17.8,4,warning
2614,2031-02-26,-80.1,-19.1,568.4,20.5,2,nominal
2615,2031-02-27,-82.9,-10.4,790.0,13.9,,nominal
2616,2031-02-28,-87.6,-26.2,826.1,26.7,3,nominal
2617,2031-03-01,,-12.9,625.6,32.0,8,nominal
2618,2031-03-02,-81.5,-11.5,650.3,16.4,,warning
2619,2031-03-03,-87.0,-22.4,672.1,8.6,7,nominal
2620,2031-03-04,-90.5,-14.4,644.8,6.0,7,nominal
2621,2031-03-05,-91.6,-20.3,604.8,12.9,0,nominal
2622,2031-03-06,-93.0,-25.4,671.6,22.6,6,nominal
2623,2031-03-07,-71.1,-10.5,852.9,32.9,3,nominal
2624,2031-03-08,-73.3,-17.8,,33.6,,nominal
2625,2031-03-09,-90.9,-18.5,694.8,33.3,2,nominal
2626,2031-03-10,-66.3,-16.3,778.3,23.5,11,offline
2627,2031-03-11,-82.4,-13.8,588.1,21.4,10,nominal
2628,2031-03-12,-75.2,-31.2,776.8,31.3,0,nominal
2629,2031-03-13,-70.7,-9.6,644.4,28.6,10,nominal
2630,2031-03-14,-92.8,-22.7,815.8,32.0,5,warning
2631,2031-03-15,-64.5,-26.8,756.9,15.8,9,nominal
2632,2031-03-16,-72.2,-8.9,826.8,8.2,5,nominal
2633,2031-03-17,-63.1,-9.8,833.1,23.8,7,nominal
2634,2031-03-18,-75.4,-27.1,776.4,28.8,11,nominal
2635,2031-03-19,-78.3,-30.6,861.2,30.0,0,nominal
2636,2031-03-20,-74.1,,676.3,16.6,1,warning
2637,2031-03-21,-75.8,-18.8,602.3,32.1,4,nominal
2638,2031-03-22,-82.2,-28.9,874.7,28.9,8,nominal
2639,2031-03-23,,-16.1,748.3,21.2,10,nominal
2640,2031-03-24,-64.0,-20.7,824.9,14.8,8,nominal
2641,2031-03-25,-78.4,-31.5,844.0,28.3,4,nominal
2642,2031-03-26,-79.9,-30.5,857.3,12.4,6,warning
2643,2031-03-27,-69.5,-20.9,817.9,9.9,4,nominal
2644,2031-03-28,-72.7,-23.8,791.3,12.0,11,warning
2645,2031-03-29,-92.0,-20.4,746.8,8.4,2,nominal
2646,2031-03-30,-68.9,-11.3,744.2,9.7,2,nominal
2647,2031-03-31,-70.1,-28.3,708.6,32.1,3,nominal
2648,2031-04-01,-82.7,-12.9,780.5,8.8,1,offline
2649,2031-04-02,-66.8,-13.1,833.1,5.5,0,nominal
2650,2031-04-03,-64.1,-14.1,711.1,29.1,,nominal
2651,2031-04-04,-62.7,-9.4,651.5,20.0,9,nominal
2652,2031-04-05,-79.3,-14.4,766.3,15.3,7,nominal
2653,2031-04-06,-77.3,-22.4,664.8,28.1,8,nominal
2654,2031-04-07,-91.3,-8.4,594.5,14.2,2,offline
2655,2031-04-08,-84.5,-25.9,836.4,16.6,,nominal
2656,2031-04-09,-63.9,-12.2,883.0,18.8,4,offline
2657,2031-04-10,-86.7,-27.4,723.2,27.3,5,nominal
2658,2031-04-11,-61.5,-29.5,823.7,30.2,3,nominal
2659,2031-04-12,-77.9,-25.5,661.9,9.5,5,warning
2660,2031-04-13,-67.2,-9.4,,25.2,2,nominal
2661,2031-04-14,-66.0,-12.4,799.7,6.6,,warning
2662,2031-04-15,-68.3,-30.3,645.1,12.0,3,warning
2663,2031-04-16,-79.5,-14.7,,8.8,10,nominal
2664,2031-04-17,-72.6,-10.4,779.3,16.1,,warning
2665,2031-04-18,-61.0,-14.6,675.9,30.3,5,nominal
2666,2031-04-19,-74.0,-24.7,773.8,9.7,4,nominal
2667,2031-04-20,-60.4,-15.1,744.8,15.9,3,nominal
2668,2031-04-21,-88.9,-14.9,772.6,23.2,,warning
2669,2031-04-22,-85.0,-15.1,701.2,22.4,10,nominal
2670,2031-04-23,-86.0,-29.5,720.2,31.3,11,nominal
2671,2031-04-24,-60.0,-17.4,731.2,31.1,9,nominal
2672,2031-04-25,-86.9,-11.3,659.6,15.0,4,nominal
2673,2031-04-26,-77.5,-6.8,723.3,11.1,10,nominal
2674,2031-04-27,-83.4,-15.3,687.3,27.2,6,nominal
2675,2031-04-28,-74.6,-28.5,636.5,30.4,0,nominal
2676,2031-04-29,-82.5,-10.6,642.4,26.9,10,nominal
2677,2031-04-30,-61.5,,761.8,22.8,1,nominal
2678,2031-05-01,-79.9,-16.0,711.9,33.9,0,offline
2679,2031-05-02,-66.2,-9.5,760.8,21.9,11,nominal
2680,2031-05-03,-74.2,-18.0,611.4,29.2,10,nominal
2681,2031-05-04,-67.4,-12.1,785.9,21.5,0,nominal
2682,2031-05-05,-71.3,-21.0,869.1,28.5,11,nominal
2683,2031-05-06,-60.1,-20.3,745.6,21.8,10,nominal
2684,2031-05-07,-64.3,-20.7,730.5,7.3,8,offline
2685,2031-05-08,-86.9,-7.7,748.6,23.1,8,nominal
2686,2031-05-09,-70.9,-13.3,798.6,12.9,9,nominal
2687,2031-05-10,-72.1,,650.1,7.9,,warning
2688,2031-05-11,-71.4,-22.6,857.9,17.0,4,nominal
2689,2031-05-12,-79.9,-20.8,727.1,31.8,1,nominal
2690,2031-05-13,-86.3,-8.7,816.6,28.8,6,warning
2691,2031-05-14,-66.4,-11.5,869.8,5.7,4,nominal
2692,2031-05-15,-74.9,-9.5,719.7,,3,nominal
2693,2031-05-16,-63.7,-15.2,836.8,4.6,0,nominal
2694,2031-05-17,-84.3,-17.7,616.7,26.6,10,nominal
2695,2031-05-18,-68.2,-8.9,611.6,14.8,1,nominal
2696,2031-05-19,-74.5,-15.9,751.7,27.9,7,nominal
2697,2031-05-20,-61.2,-9.1,827.0,,8,warning
2698,2031-05-21,-65.6,-11.6,627.3,32.8,3,nominal
2699,2031-05-22,-82.5,-12.4,885.2,27.1,4,nominal
2700,2031-05-23,-58.3,-14.6,,20.5,6,nominal
2701,2031-05-24,-58.7,-2.6,657.9,16.2,11,nominal
2702,2031-05-25,-61.2,-2.5,,18.4,1,nominal
2703,2031-05-26,-59.0,-9.3,643.9,23.7,10,offline
2704,2031-05-27,-80.4,-16.9,867.3,18.8,7,nominal
2705,2031-05-28,-77.2,-9.2,785.3,20.2,11,nominal
2706,2031-05-29,-64.5,-9.8,777.0,15.6,8,nominal
2707,2031-05-30,-84.0,-20.1,732.9,19.0,6,nominal
2708,2031-05-31,-63.0,-5.2,858.6,,11,nominal
2709,2031-06-01,,-18.4,776.3,11.2,9,nominal
2710,2031-06-02,-60.2,-2.3,618.0,28.0,11,nominal
2711,2031-06-03,-68.6,-4.2,779.5,4.4,4,nominal
2712,2031-06-04,-76.1,-15.9,887.5,33.0,7,nominal
2713,2031-06-05,,-15.0,634.6,21.0,5,nominal
2714,2031-06-06,-55.2,-14.6,750.2,11.7,11,nominal
2715,2031-06-07,-63.9,-21.2,851.8,31.6,1,nominal
2716,2031-06-08,-61.3,-16.6,766.9,10.9,6,nominal
2717,2031-06-09,-80.4,-15.0,658.0,17.6,7,warning
2718,2031-06-10,-80.1,-21.9,892.5,12.3,4,nominal
2719,2031-06-11,-83.9,-15.9,862.7,27.7,4,nominal
2720,2031-06-12,-73.6,-20.0,799.9,29.7,3,nominal
2721,2031-06-13,-71.3,-15.4,900.7,21.1,,nominal
2722,2031-06-14,-81.0,-19.9,876.4,10.4,4,offline
2723,2031-06-15,-81.1,-1.8,855.6,18.4,7,nominal
2724,2031-06-16,,-2.4,791.4,18.4,11,nominal
2725,2031-06-17,-76.3,-17.7,801.1,19.0,10,offline
2726,2031-06-18,-66.0,-19.2,707.9,31.2,5,nominal
2727,2031-06-19,-72.0,-11.0,906.9,25.2,5,nominal
2728,2031-06-20,-76.9,-3.8,763.8,20.6,5,nominal
2729,2031-06-21,-55.6,1.7,819.9,24.4,8,nominal
2730,2031-06-22,-66.6,-9.7,758.0,1.8,4,nominal
2731,2031-06-23,-66.1,1.9,706.7,22.7,8,nominal
2732,2031-06-24,-61.7,-1.6,832.4,13.1,5,nominal
2733,2031-06-25,-62.4,-21.2,,22.7,,nominal
2734,2031-06-26,-70.3,-15.0,704.0,5.5,9,nominal
2735,2031-06-27,-79.7,-1.9,873.7,4.1,1,warning
2736,2031-06-28,,,748.7,19.5,0,nominal
2737,2031-06-29,-72.5,-6.5,728.7,22.3,11,nominal
2738,2031-06-30,-78.6,1.9,773.4,2.5,11,nominal
2739,2031-07-01,-68.1,1.7,774.8,15.6,4,nominal
2740,2031-07-02,-74.2,-6.0,699.9,2.0,7,nominal
2741,2031-07-03,-58.8,1.6,686.6,,,nominal
2742,2031-07-04,,-10.5,920.9,23.4,6,nominal
2743,2031-07-05,-50.9,0.6,658.0,29.5,10,nominal
2744,2031-07-06,-68.1,3.4,671.9,17.0,4,offline
2745,2031-07-07,-54.9,2.2,,11.1,9,nominal
2746,2031-07-08,-68.4,1.9,786.1,29.8,1,nominal
2747,2031-07-09,-58.3,-5.7,923.5,2.8,8,nominal
2748,2031-07-10,-74.6,-19.3,,7.1,8,warning
2749,2031-07-11,-73.1,-10.5,812.1,16.0,1,warning
2749,2031-07-11,-73.1,-10.5,812.1,16.0,1,warning
2750,2031-07-12,-63.2,-4.1,736.5,28.1,2,nominal
2751,2031-07-13,-54.0,-14.8,832.0,10.4,7,nominal
2752,2031-07-14,-73.2,0.3,753.1,6.6,4,nominal
2753,2031-07-15,-49.4,-18.7,790.3,16.8,4,nominal
2754,2031-07-16,-58.8,-6.9,748.2,11.4,0,nominal
2755,2031-07-17,-79.0,-12.0,851.5,13.0,,nominal
2756,2031-07-18,-78.8,-0.8,912.3,3.6,,offline
2757,2031-07-19,-53.6,5.8,825.1,17.9,1,nominal
2758,2031-07-20,-60.2,-4.3,766.4,,7,nominal
2759,2031-07-21,-72.7,-14.0,719.9,21.2,0,nominal
2760,2031-07-22,-51.0,-2.8,769.3,21.0,10,nominal
2761,2031-07-23,-64.2,-15.3,833.4,10.4,9,nominal
2762,2031-07-24,-53.0,-7.7,874.5,18.9,8,nominal
2763,2031-07-25,-55.3,-17.1,856.6,11.6,9,nominal
2764,2031-07-26,-53.3,3.0,718.1,7.8,11,nominal
2765,2031-07-27,-71.7,-5.4,882.4,21.3,5,nominal
2766,2031-07-28,-55.3,-7.9,708.6,19.1,4,nominal
2767,2031-07-29,-51.8,,890.3,21.1,11,nominal
2768,2031-07-30,-57.8,-3.3,713.4,26.7,8,nominal
2769,2031-07-31,-70.0,3.0,736.7,18.5,0,offline
2770,2031-08-01,-61.0,6.1,806.4,7.6,,nominal
2771,2031-08-02,-49.3,3.4,641.4,,3,nominal
2772,2031-08-03,,3.5,844.9,27.3,5,nominal
2773,2031-08-04,-60.6,-0.8,762.9,8.3,4,nominal
2774,2031-08-05,-49.4,5.1,857.3,9.7,2,nominal
2775,2031-08-06,-71.9,,920.4,19.6,1,nominal
2776,2031-08-07,-60.2,0.9,813.2,5.9,4,nominal
2777,2031-08-08,-70.2,-10.2,885.0,15.3,4,nominal
2778,2031-08-09,-61.7,-1.2,891.5,,5,warning
2779,2031-08-10,-74.9,-5.7,793.6,12.7,7,nominal
2780,2031-08-11,-47.4,-0.7,707.4,24.3,1,nominal
2781,2031-08-12,-57.9,8.6,923.9,5.9,,nominal
2782,2031-08-13,,-2.8,930.0,17.6,1,offline
2783,2031-08-14,-74.4,-4.6,648.8,4.1,7,nominal
2784,2031-08-15,-59.8,-10.2,640.1,10.7,5,nominal
2785,2031-08-16,-49.0,6.9,823.2,17.5,8,nominal
2786,2031-08-17,-67.5,1.7,754.5,32.8,3,warning
2787,2031-08-18,-49.9,8.9,935.9,29.9,,nominal
2788,2031-08-19,,9.7,648.2,22.1,5,nominal
2789,2031-08-20,-72.9,4.1,686.1,28.4,10,nominal
2790,2031-08-21,-67.8,9.6,885.4,,3,nominal
2791,2031-08-22,-61.0,1.8,674.2,14.1,0,nominal
2792,2031-08-23,,-5.2,667.3,32.9,5,nominal
2793,2031-08-24,-72.8,10.9,895.8,,2,nominal
2794,2031-08-25,-44.8,8.9,743.8,19.6,11,nominal
2795,2031-08-26,-47.2,0.9,797.7,26.2,4,warning
2796,2031-08-27,-71.1,-9.7,684.0,24.2,8,nominal
2796,2031-08-27,-71.1,-9.7,684.0,24.2,8,nominal
2797,2031-08-28,-58.4,-8.9,749.3,23.3,10,nominal
2798,2031-08-29,-55.6,-7.3,921.9,7.7,6,warning
2799,2031-08-30,-59.6,-10.7,880.9,4.5,11,offline
2800,2031-08-31,-63.4,,813.0,,4,nominal
2801,2031-09-01,-60.6,10.2,745.7,14.7,11,offline
2802,2031-09-02,-57.7,4.9,841.1,17.6,5,nominal
2803,2031-09-03,-55.5,-8.3,727.3,25.5,2,nominal
2804,2031-09-04,-58.2,-0.9,654.0,19.1,11,nominal
2805,2031-09-05,-55.5,5.9,781.2,12.3,11,nominal
2806,2031-09-06,-47.0,-9.5,741.8,21.9,5,nominal
2807,2031-09-07,-71.7,-4.8,877.8,31.7,2,nominal
2808,2031-09-08,-47.7,11.5,,10.5,1,nominal
2809,2031-09-09,-62.0,-6.0,730.5,15.2,5,nominal
2810,2031-09-10,-42.8,-6.6,755.7,33.6,10,nominal
2811,2031-09-11,-48.4,-2.9,646.3,34.2,11,nominal
2812,2031-09-12,-57.5,-2.4,743.1,18.8,5,offline
2813,2031-09-13,-54.9,10.6,878.0,23.1,3,nominal
2814,2031-09-14,-42.0,2.2,838.5,5.4,1,nominal
2815,2031-09-15,-60.3,-6.3,658.0,16.9,0,nominal
2816,2031-09-16,-54.1,-5.2,821.3,10.3,0,warning
2817,2031-09-17,-51.5,12.7,813.1,23.2,8,nominal
2818,2031-09-18,,-0.9,869.8,13.0,2,warning
2819,2031-09-19,-48.6,-0.8,733.3,13.2,11,nominal
2820,2031-09-20,-50.3,-6.7,794.3,29.5,6,nominal
2821,2031-09-21,-56.5,9.9,736.7,23.1,2,nominal
2822,2031-09-22,-46.1,-5.2,884.1,23.4,5,nominal
2823,2031-09-23,,-3.5,928.8,23.7,9,offline
2824,2031-09-24,-52.7,-0.6,846.8,29.2,1,nominal
2825,2031-09-25,-63.0,9.0,835.7,31.4,2,nominal
2826,2031-09-26,-63.3,7.5,878.9,6.5,6,warning
2827,2031-09-27,-40.4,14.0,795.7,12.3,4,nominal
2828,2031-09-28,-56.5,0.0,,32.5,5,nominal
2829,2031-09-29,-44.4,-6.6,766.0,27.4,10,nominal
2830,2031-09-30,-63.1,1.9,757.7,,6,nominal
2831,2031-10-01,-67.0,7.4,777.0,12.5,11,nominal
2832,2031-10-02,-52.4,3.6,848.9,24.7,5,nominal
2833,2031-10-03,-68.0,-7.3,726.8,10.6,2,nominal
2834,2031-10-04,-39.5,-4.7,795.0,22.7,11,nominal
2835,2031-10-05,,9.3,799.7,34.1,11,nominal
2836,2031-10-06,-55.4,11.8,,32.5,9,offline
2837,2031-10-07,-48.0,-0.3,834.5,7.9,1,nominal
2838,2031-10-08,-43.0,,792.2,31.9,11,nominal
2839,2031-10-09,-42.2,-5.4,769.0,22.6,4,nominal
2840,2031-10-10,-39.8,-4.9,733.7,7.4,2,nominal
2841,2031-10-11,-43.0,,709.2,7.6,6,nominal
2842,2031-10-12,-58.5,1.9,930.9,31.8,10,nominal
2843,2031-10-13,-65.2,,937.0,32.0,10,nominal
2844,2031-10-14,-45.3,15.8,674.0,20.6,6,nominal
2845,2031-10-15,-44.5,6.0,718.1,25.8,3,nominal
2846,2031-10-16,-39.2,13.5,774.8,19.1,0,nominal
2847,2031-10-17,-63.8,-3.8,854.3,17.2,8,nominal
2848,2031-10-18,-67.1,-6.4,881.8,32.0,5,warning
2849,2031-10-19,-62.3,,759.0,12.2,6,nominal
2850,2031-10-20,-62.1,9.6,665.4,22.1,8,nominal
2851,2031-10-21,-48.7,-4.2,885.5,5.1,11,nominal
2852,2031-10-22,-62.7,14.7,900.0,11.4,3,nominal
2853,2031-10-23,-56.5,5.5,785.9,22.9,5,nominal
2854,2031-10-24,-50.7,-6.9,860.2,34.1,10,nominal
2855,2031-10-25,-51.1,-1.4,844.9,19.3,3,nominal
2856,2031-10-26,-58.5,2.2,861.1,28.6,4,nominal
2857,2031-10-27,-53.4,9.2,905.6,34.3,5,nominal
2858,2031-10-28,-57.7,-3.6,,10.0,1,nominal
2859,2031-10-29,-48.3,2.3,,33.3,1,nominal
2860,2031-10-30,-40.6,12.5,,4.5,10,nominal
2861,2031-10-31,-65.6,,948.4,19.4,6,warning
2862,2031-11-01,-51.3,4.6,797.3,19.2,0,nominal
2863,2031-11-02,-38.2,-4.3,,23.7,11,nominal
2864,2031-11-03,-57.4,8.0,767.1,28.2,10,nominal
2865,2031-11-04,-41.5,17.4,760.5,11.4,11,nominal
2866,2031-11-05,-48.5,2.0,664.6,14.9,6,nominal
2867,2031-11-06,-55.8,-3.7,689.2,7.5,11,nominal
2868,2031-11-07,-55.4,18.0,928.5,24.1,5,nominal
2869,2031-11-08,-52.5,-3.5,755.2,27.2,1,nominal
2870,2031-11-09,-62.1,13.7,683.5,,6,nominal
2871,2031-11-10,-59.1,7.4,817.0,5.1,10,nominal
2872,2031-11-11,-59.3,14.7,703.3,24.5,0,nominal
2873,2031-11-12,-62.6,-1.7,697.2,21.5,10,nominal
2874,2031-11-13,-42.3,-2.9,,16.9,7,nominal
2875,2031-11-14,-45.7,14.0,781.6,28.7,10,nominal
2876,2031-11-15,-42.8,7.9,787.4,9.7,2,warning
2877,2031-11-16,-45.3,-4.4,748.8,14.1,,nominal
2878,2031-11-17,-115.6,29.3,860.2,14.7,10,nominal
2879,2031-11-18,-53.8,3.4,897.6,17.2,0,nominal
2880,2031-11-19,-38.3,10.1,731.3,27.4,0,warning
2881,2031-11-20,-58.1,-1.1,733.0,20.8,1,nominal
2881,2031-11-20,-58.1,-1.1,733.0,20.8,1,nominal
2882,2031-11-21,-53.4,16.5,836.1,6.6,2,offline
2883,2031-11-22,-59.5,1.8,800.2,22.1,1,nominal
2884,2031-11-23,-64.2,-3.5,942.6,15.4,10,nominal
2885,2031-11-24,-36.1,-5.7,702.5,6.7,3,nominal
2886,2031-11-25,-58.2,1.4,796.1,28.7,7,nominal
2887,2031-11-26,-41.6,17.5,899.0,10.6,10,nominal
2888,2031-11-27,-49.9,19.0,664.3,20.1,5,nominal
2889,2031-11-28,-43.4,-5.6,699.9,11.4,1,nominal
2890,2031-11-29,-58.0,15.2,807.3,31.2,5,nominal
2891,2031-11-30,-65.1,7.4,942.8,20.4,1,nominal
2892,2031-12-01,-47.1,11.2,866.6,18.9,9,nominal
2893,2031-12-02,-41.0,16.1,841.3,5.4,4,nominal
2894,2031-12-03,-65.2,-3.3,892.9,31.1,11,warning
2895,2031-12-04,-53.0,-1.5,,27.1,11,nominal
2896,2031-12-05,-46.0,12.2,778.8,31.5,8,nominal
2897,2031-12-06,-51.4,18.2,827.8,9.4,6,nominal
2898,2031-12-07,-36.6,12.1,820.8,,5,nominal
2899,2031-12-08,-59.5,7.7,912.4,8.4,5,nominal
2900,2031-12-09,-48.9,18.1,939.3,23.6,2,warning
2901,2031-12-10,-62.8,0.8,881.4,2.0,2,nominal
2902,2031-12-11,-52.5,14.8,891.2,15.8,0,nominal
2903,2031-12-12,-45.3,9.6,807.6,20.7,6,warning
2904,2031-12-13,-39.2,7.0,687.1,,10,nominal
2905,2031-12-14,-44.2,16.9,757.8,3.5,11,warning
2906,2031-12-15,-56.6,6.4,938.9,11.6,2,nominal
2907,2031-12-16,-47.3,0.1,699.7,31.1,6,offline
2908,2031-12-17,-59.5,8.8,677.2,17.6,8,nominal
2909,2031-12-18,-40.0,8.7,774.0,1.6,11,nominal
2910,2031-12-19,-45.5,-3.1,830.1,11.9,3,nominal
2911,2031-12-20,,2.9,739.4,14.8,0,nominal
2911,2031-12-20,,2.9,739.4,14.8,0,nominal
2912,2031-12-21,-53.8,13.0,810.9,23.9,4,nominal
2913,2031-12-22,-54.6,4.4,,29.4,2,offline
2914,2031-12-23,-62.8,14.5,722.2,8.9,5,nominal
2915,2031-12-24,-40.5,15.6,857.3,22.7,9,nominal
2916,2031-12-25,-37.4,12.6,919.7,1.1,6,nominal
2917,2031-12-26,,13.9,71.4,0.5,5,warning
2918,2031-12-27,-60.8,1.5,770.2,21.2,8,nominal
2919,2031-12-28,-44.6,0.4,891.7,3.4,8,nominal
2920,2031-12-29,-47.9,0.8,927.2,9.2,7,warning
2921,2031-12-30,-37.9,6.0,738.8,17.6,3,offline
2922,2031-12-31,-36.4,1.0,939.8,27.1,8,nominal
2923,2032-01-01,-41.6,9.5,721.0,,0,nominal
2924,2032-01-02,-56.1,18.8,857.5,20.7,0,nominal
2925,2032-01-03,-51.6,-1.6,721.2,13.2,6,nominal
2926,2032-01-04,-63.1,9.2,814.6,26.4,0,nominal
2927,2032-01-05,-57.4,13.1,734.2,4.6,0,nominal
2928,2032-01-06,-63.1,10.7,675.1,4.4,5,nominal
2929,2032-01-07,-42.3,19.9,847.1,4.7,3,nominal
2930,2032-01-08,-62.5,4.4,875.8,22.3,9,offline
2931,2032-01-09,-51.5,5.5,861.8,28.6,1,nominal
2932,2032-01-10,,19.2,707.9,14.8,10,nominal
2933,2032-01-11,-57.5,3.4,791.0,29.1,1,nominal
2934,2032-01-12,-38.2,-4.4,928.9,18.7,6,offline
2935,2032-01-13,-38.9,15.0,793.1,20.0,9,nominal
2936,2032-01-14,-64.2,17.3,888.0,19.5,3,nominal
2937,2032-01-15,-58.3,2.7,765.7,15.2,2,nominal
2938,2032-01-16,-45.5,-0.6,845.3,12.0,10,nominal
2939,2032-01-17,-42.5,-4.3,866.7,29.3,11,nominal
2940,2032-01-18,-36.1,9.4,901.7,,,nominal
2941,2032-01-19,-41.9,11.7,641.2,10.2,9,nominal
2942,2032-01-20,-62.1,5.8,838.7,18.1,0,nominal
2943,2032-01-21,-53.1,-3.3,763.4,30.6,2,nominal
2944,2032-01-22,-57.6,8.3,,5.6,0,nominal
2945,2032-01-23,-42.1,11.9,835.1,9.0,0,nominal
2946,2032-01-24,-35.7,16.4,834.1,10.0,10,nominal
2946,2032-01-24,-35.7,16.4,834.1,10.0,10,nominal
2947,2032-01-25,-36.0,14.6,769.3,20.2,11,nominal
2948,2032-01-26,-51.5,1.6,794.5,5.6,10,nominal
2949,2032-01-27,-63.0,1.1,743.2,13.9,5,nominal
2950,2032-01-28,-51.3,-5.0,717.0,29.7,7,nominal
2951,2032-01-29,-56.7,18.7,873.5,26.2,5,nominal
2952,2032-01-30,-63.5,,,4.8,9,nominal
2953,2032-01-31,-46.2,-0.6,869.9,13.7,2,nominal
2954,2032-02-01,-37.9,10.6,918.2,25.4,5,nominal
2955,2032-02-02,-53.5,18.3,727.8,25.9,9,warning
2956,2032-02-03,-57.6,14.9,728.1,16.2,5,nominal
2957,2032-02-04,-49.8,0.9,817.0,27.7,10,nominal
2958,2032-02-05,-48.1,14.7,786.4,24.0,,warning
2959,2032-02-06,-65.1,14.2,727.5,29.5,11,warning
2960,2032-02-07,-59.7,0.5,869.3,12.2,2,nominal
2961,2032-02-08,-42.7,0.8,749.1,27.3,3,nominal
2962,2032-02-09,-50.1,6.7,672.3,12.4,6,nominal
2963,2032-02-10,-52.3,-0.5,897.0,33.5,5,nominal
2964,2032-02-11,-65.5,14.9,638.2,8.3,5,nominal
2965,2032-02-12,-53.2,8.1,928.0,29.3,3,nominal
2966,2032-02-13,-37.8,2.7,911.6,27.6,11,nominal
2967,2032-02-14,-64.6,14.3,854.7,33.2,9,nominal
2968,2032-02-15,-38.3,5.1,801.4,8.5,3,nominal
2969,2032-02-16,-58.6,16.7,721.0,24.9,5,warning
2970,2032-02-17,-44.8,11.6,776.6,30.2,10,warning
2971,2032-02-18,-41.1,16.7,712.3,4.7,3,nominal
2972,2032-02-19,-52.8,16.3,709.1,5.0,10,nominal
2973,2032-02-20,-64.3,7.1,697.0,6.5,1,nominal
2974,2032-02-21,-48.7,-5.9,859.7,12.9,10,nominal
2975,2032-02-22,-62.8,12.6,896.8,18.9,4,nominal
2976,2032-02-23,-42.3,17.9,763.4,26.2,2,warning
2977,2032-02-24,-64.6,17.0,661.9,4.7,6,nominal
2978,2032-02-25,-59.5,17.8,782.2,33.1,9,warning
2979,2032-02-26,-65.1,15.4,768.2,7.8,0,nominal
2980,2032-02-27,-66.3,13.0,921.3,6.0,9,nominal
2981,2032-02-28,-63.4,4.6,682.3,32.9,1,warning
