accident_id,date,time,day_of_week,road_type,speed_limit,weather_conditions,light_conditions,road_surface,number_of_vehicles,number_of_casualties,severity,latitude,longitude,local_authority,urban_rural
ACC01364,2023-12-25,07:51,Monday,Dual carriageway,70,Raining no high winds,Darkness - lights unlit,Dry,2,1,Fatal,52.275351,-3.446872,York,Urban
ACC01365,2023-02-10,05:33,Friday,Slip road,40,Raining no high winds,Daylight,Dry,4,1,Slight,54.237611,-0.779373,Westminster,Urban
ACC01366,2023-09-13,21:55,Wednesday,Single carriageway,20,Fine no high winds,Darkness - lights unlit,Snow,1,1,Slight,54.52353,-3.033662,Oxford,Rural
ACC01367,2023-10-01,10:18,Sunday,Motorway,30,Fine no high winds,Daylight,Wet or damp,2,1,Slight,53.995008,-4.078745,Exeter,Urban
ACC01368,2023-03-10,12:17,Friday,Motorway,40,,Daylight,Frost or ice,1,1,Slight,53.279878,-1.977364,Southampton,Urban
ACC01369,2023-10-09,11:08,Monday,Dual carriageway,30,Unknown,Daylight,Frost or ice,3,3,Fatal,53.755182,-4.217219,Southampton,Rural
ACC01370,2023-07-10,03:04,Monday,One way street,30,Fog or mist,Darkness - no lighting,Dry,2,1,Slight,55.243419,-2.200159,Plymouth,Urban
ACC01371,2023-08-28,18:26,Monday,Single carriageway,50,Fine no high winds,Darkness - lights lit,Dry,2,2,Slight,51.03134,-0.801485,Southampton,Rural
ACC01372,2023-05-13,18:19,Saturday,Dual carriageway,70,Raining no high winds,Darkness - lights lit,Frost or ice,2,1,Slight,52.099038,-4.872618,Oxford,Urban
ACC01373,2023-01-25,07:17,Wednesday,Motorway,70,Fine no high winds,Darkness - lights lit,Dry,2,2,Slight,55.573851,-1.001368,Tower Hamlets,Rural
ACC01374,2023-05-28,12:24,Sunday,Single carriageway,30,Raining no high winds,Darkness - lights lit,Dry,4,1,Fatal,51.339388,-1.234254,Southwark,Urban
ACC01375,2023-02-25,03:48,Saturday,Slip road,30,Fine no high winds,Darkness - lights unlit,Wet or damp,4,1,Slight,52.442404,1.572438,Westminster,Urban
ACC01376,09/11/2023,23:17,Thursday,Slip road,40,Fine no high winds,Daylight,Flood over 3cm deep,2,3,Slight,53.575449,-0.567061,Southampton,Rural
ACC01377,2023-08-09,05:47,Wednesday,Dual carriageway,60,Unknown,Daylight,Snow,2,1,Slight,50.830847,-1.479243,Ipswich,Urban
ACC01378,2023-11-27,12:28,Monday,Motorway,60,Fine no high winds,Darkness - lights lit,Wet or damp,2,4,Slight,51.021009,-3.835618,Oxford,Rural
ACC01379,2023-05-18,07:39,Thursday,Dual carriageway,40,Fine no high winds,Darkness - lights unlit,Dry,2,3,Fatal,55.017733,0.233884,Edinburgh,Urban
ACC01380,2023-09-19,07:15,Tuesday,Single carriageway,60,Fine no high winds,Darkness - lights lit,Wet or damp,2,4,Slight,50.292747,1.693202,York,Urban
ACC01381,2023-10-03,14:52,Tuesday,Slip road,30,Fine no high winds,Daylight,,2,1,Slight,52.318615,-4.758649,Greenwich,Urban
ACC01382,2023-09-13,09:17,Wednesday,Single carriageway,40,Fine no high winds,Daylight,Wet or damp,4,1,Slight,50.456438,-1.045126,Glasgow,Urban
ACC01383,2023-09-22,07:54,Friday,Dual carriageway,40,Fine no high winds,Darkness - lights lit,Dry,3,1,Slight,55.403283,1.605799,Derby,Rural
ACC01384,2023-07-20,12:11,Thursday,Motorway,70,Other,Daylight,Wet or damp,2,1,Slight,50.697883,-2.62112,Hackney,Rural
ACC01385,2023-01-01,02:20,Sunday,Single carriageway,40,Fine no high winds,Daylight,Wet or damp,2,2,Serious,54.690319,-0.692665,Cambridge,Rural
ACC01386,2023-09-16,09:02,Saturday,Single carriageway,20,Fine no high winds,Darkness - lights lit,Snow,3,3,Slight,53.479395,-2.058059,Brighton and Hove,Rural
ACC01387,2023-12-03,07:35,Sunday,Motorway,30,Raining no high winds,,Frost or ice,3,2,Slight,53.059165,-0.562114,Cambridge,Rural
ACC01388,2023-10-13,05:24,Friday,Slip road,30,Snowing no high winds,Daylight,Dry,2,1,Serious,50.908239,-5.686668,Sunderland,Rural
ACC01389,2023-06-30,12:29,Friday,Motorway,30,Unknown,Daylight,Flood over 3cm deep,2,3,Fatal,52.571979,0.93231,Wolverhampton,Rural
ACC01390,2023-04-15,12:16,Saturday,One way street,60,Fine no high winds,Daylight,Snow,2,2,Slight,52.606754,-5.187164,Norwich,Urban
ACC01391,2023-11-08,12:13,Wednesday,Dual carriageway,30,Fine no high winds,Darkness - lighting unknown,Dry,4,2,Slight,53.413713,-4.600878,Islington,Urban
ACC01392,2023-08-29,15:50,Tuesday,dual carriageway,20,Other,Daylight,Dry,2,2,Serious,50.627939,0.170736,Cambridge,Urban
ACC01393,2023-01-30,08:52,Monday,Dual carriageway,40,Raining no high winds,Daylight,Dry,5,1,Slight,52.942229,-0.117181,Islington,Rural
ACC01394,2023-09-24,04:19,Sunday,One way street,30,,Daylight,Dry,2,3,Slight,51.442638,-4.051807,Tower Hamlets,Urban
ACC01395,2023-01-10,22:17,Tuesday,Single carriageway,60,Fog or mist,Darkness - lights unlit,,5,1,Slight,50.885103,-1.056021,Leeds,Urban
ACC01396,2023-11-20,12:10,Monday,Single carriageway,30,Fine no high winds,Daylight,Dry,3,1,Slight,52.217002,-2.189267,Lambeth,Urban
ACC01397,2023-09-22,05:49,Friday,Motorway,20,Raining no high winds,Daylight,Snow,2,1,Serious,54.646021,0.673505,Liverpool,Rural
ACC01398,2023-10-13,12:26,Friday,Single carriageway,40,Fine no high winds,Darkness - no lighting,Snow,2,3,Slight,51.755927,-4.535304,Lewisham,Urban
ACC01399,2023-02-06,17:15,Monday,Slip road,30,Fine no high winds,Darkness - lights lit,Dry,2,1,Slight,55.297719,-5.463254,Lewisham,Rural
ACC01400,2023-05-08,13:00,Monday,One way street,30,Fine no high winds,Darkness - lights lit,Frost or ice,4,3,Serious,53.293593,-0.117321,Lambeth,Rural
ACC01401,2023-11-03,08:46,Friday,Slip road,50,Snowing no high winds,Darkness - lighting unknown,Dry,2,5,Slight,51.518635,-3.593222,Leeds,Urban
ACC01402,2023-06-25,22:45,Sunday,Dual carriageway,30,,Daylight,Frost or ice,3,2,Slight,51.808551,-5.410857,Glasgow,Rural
ACC01403,2023-06-01,16:29,Thursday,Motorway,30,Fine no high winds,Daylight,Dry,1,3,Slight,54.424979,-2.777059,Bradford,Rural
ACC01404,2023-01-28,08:01,Saturday,Dual carriageway,30,Raining with high winds,Darkness - lights lit,Wet or damp,2,2,Serious,52.60871,-1.167985,Bristol,Urban
ACC01405,2023-11-19,13:04,Sunday,Single carriageway,50,Fine no high winds,Daylight,Dry,2,3,Slight,51.355708,-5.209743,Norwich,Urban
ACC01406,2023-10-01,20:21,Sunday,Dual carriageway,50,Fine no high winds,Daylight,Wet or damp,2,1,Slight,50.123646,-3.593259,Leicester,Rural
ACC01407,2023-09-23,16:16,Saturday,Motorway,30,Raining with high winds,Daylight,Dry,2,1,Slight,55.343848,-2.280038,Plymouth,Urban
ACC01408,2023-10-21,19:12,Saturday,Dual carriageway,20,Raining with high winds,Darkness - lighting unknown,Dry,1,4,Serious,50.618379,-0.423868,York,Urban
ACC01409,2023-07-02,14:27,Sunday,Slip road,40,Fine no high winds,Daylight,Dry,2,2,Fatal,54.236385,1.686952,Cardiff,Urban
ACC01410,2023-04-30,12:56,Sunday,Single carriageway,40,Fog or mist,Daylight,Snow,2,5,Slight,54.172177,-0.317752,Derby,Rural
ACC01411,2023-08-07,04:17,Monday,Motorway,60,Unknown,Daylight,Dry,3,3,Slight,54.905626,-2.879132,Cardiff,Urban
ACC01412,2023-05-14,07:17,Sunday,Dual carriageway,30,Raining with high winds,Darkness - lights unlit,Frost or ice,4,1,Slight,52.110258,-0.891871,Southampton,Urban
ACC01413,2023-01-13,14:35,Friday,Dual carriageway,40,Fine no high winds,Darkness - lights unlit,Wet or damp,2,3,Serious,54.024978,-2.341047,Lambeth,Urban
ACC01414,2023-05-02,16:30,Tuesday,Single carriageway,60,Raining no high winds,Darkness - lights unlit,Dry,2,1,slight,51.909749,-1.041465,Manchester,Rural
ACC01415,2023-01-29,08:27,Sunday,Single carriageway,50,,Darkness - no lighting,Dry,2,3,Fatal,53.635437,-5.085745,Southwark,Urban
ACC01416,2023-06-05,12:53,Monday,Single carriageway,70,Other,Darkness - lighting unknown,Snow,2,1,Slight,50.426743,-3.72228,Newcastle upon Tyne,Rural
ACC01417,2023-07-31,11:20,Monday,One way street,30,Fog or mist,Daylight,Dry,5,3,Serious,53.172312,0.890898,Camden,Rural
ACC01418,2023-02-02,20:45,Thursday,Dual carriageway,20,Fine no high winds,Daylight,Snow,2,1,Slight,53.523794,-2.523296,Leeds,Urban
ACC01419,2023-05-05,09:42,Friday,Single carriageway,70,Unknown,Daylight,Dry,4,1,Serious,50.865273,0.951533,Oxford,Rural
ACC01420,2023-11-16,05:59,Thursday,Single carriageway,40,Fine no high winds,Darkness - lights unlit,Wet or damp,2,2,Slight,54.4087,-3.837656,Sunderland,Rural
ACC01421,2023-06-08,07:14,Thursday,Single carriageway,50,Fine no high winds,Daylight,Flood over 3cm deep,1,2,Serious,50.494003,-3.195422,Edinburgh,Rural
ACC01422,2023-09-04,19:03,Monday,Single carriageway,40,Fog or mist,Daylight,Dry,1,2,Slight,55.531553,-2.190284,Wandsworth,Rural
ACC01423,2023-09-18,18:50,Monday,Single carriageway,30,Fog or mist,Darkness - lights lit,Wet or damp,2,2,Serious,52.716761,-3.994661,Plymouth,Rural
ACC01424,2023-10-16,04:16,Monday,Slip road,40,Other,Daylight,Dry,1,2,Slight,55.586417,-2.279628,Liverpool,Rural
ACC01425,2023-03-24,14:18,Friday,Single carriageway,30,Fine no high winds,Daylight,Dry,2,1,Slight,50.186026,1.407997,Lewisham,Rural
ACC01426,2023-03-29,01:56,Wednesday,Slip road,70,Unknown,Darkness - lighting unknown,Flood over 3cm deep,2,1,SERIOUS,51.331261,-2.499306,Edinburgh,Urban
ACC01427,2023-01-12,04:34,Thursday,Slip road,40,Other,Daylight,Snow,2,1,Fatal,54.049485,0.015243,Liverpool,Rural
ACC01428,2023-01-10,08:56,Tuesday,Single carriageway,20,,Daylight,Wet or damp,2,3,Slight,50.747164,0.878351,Liverpool,Urban
ACC01429,2023-12-01,00:45,Friday,Dual carriageway,70,Fine no high winds,Daylight,Wet or damp,2,1,Slight,53.331031,1.654582,Ipswich,Urban
ACC01430,2023-03-05,13:39,Sunday,One way street,60,Raining with high winds,Darkness - lights lit,Dry,2,3,Slight,52.168135,1.124112,Hackney,Urban
ACC01431,29/05/2023,10:35,Monday,Single carriageway,30,Raining no high winds,Daylight,Frost or ice,2,1,Slight,54.814786,-4.425327,Westminster,Rural
ACC01432,2023-07-28,22:26,Friday,Single carriageway,30,Fine no high winds,Darkness - lights lit,Dry,3,1,Slight,54.038622,-4.701307,Norwich,Urban
ACC01433,2023-06-29,23:03,Thursday,Dual carriageway,60,Raining no high winds,Daylight,Wet or damp,3,2,Fatal,52.111968,0.086912,Southwark,Urban
ACC01434,2023-08-26,14:35,Saturday,Motorway,30,Raining no high winds,Daylight,Dry,1,1,Serious,53.407854,1.570274,Camden,Urban
ACC01435,2023-10-31,17:27,Tuesday,Single carriageway,40,Fine no high winds,Daylight,Dry,2,2,Slight,53.832355,-2.96651,Manchester,Urban
ACC01436,2023-02-15,07:50,Wednesday,Slip road,70,Snowing no high winds,Daylight,Dry,3,3,Serious,52.387728,-4.62903,Newcastle upon Tyne,Urban
ACC01437,2023-07-02,18:29,Sunday,Single carriageway,30,,Daylight,Dry,1,1,Slight,54.114055,-1.236655,Swansea,Urban
ACC01438,2023-09-17,16:37,Sunday,Dual carriageway,20,Other,Darkness - no lighting,Wet or damp,2,1,Slight,54.336666,-0.22108,Ipswich,Rural
ACC01439,2023-06-18,01:58,Sunday,Dual carriageway,30,Snowing no high winds,Darkness - no lighting,Flood over 3cm deep,3,2,Slight,52.977511,-0.195897,Norwich,Rural
ACC01440,2023-10-22,22:15,Sunday,Single carriageway,70,Fine no high winds,Daylight,Frost or ice,2,2,Fatal,53.377876,-1.112104,Coventry,Urban
ACC01441,2023-01-23,18:57,Monday,Single carriageway,50,Fine no high winds,,Wet or damp,2,1,Serious,54.815999,1.751358,Lambeth,Rural
ACC01442,2023-11-09,20:40,Thursday,Single carriageway,60,Fog or mist,Darkness - lights unlit,Wet or damp,2,1,Serious,54.386702,1.214496,Portsmouth,Urban
ACC01443,2023-04-22,21:02,Saturday,Slip road,30,Fine no high winds,Darkness - no lighting,Dry,3,3,Serious,55.552349,-4.995604,Sunderland,Urban
ACC01444,2023-03-22,07:45,Wednesday,Motorway,40,Fine no high winds,Daylight,Dry,4,1,Fatal,53.503286,-4.725781,Norwich,Urban
ACC01445,2023-12-16,10:12,Saturday,Single carriageway,60,Fine no high winds,Darkness - lights lit,Wet or damp,3,1,Serious,50.904076,-1.243234,Tower Hamlets,Urban
ACC01446,2023-06-18,18:15,Sunday,Roundabout,40,Raining no high winds,Darkness - lights lit,Frost or ice,5,1,Slight,,,Southampton,Urban
ACC01447,2023-08-29,03:49,Tuesday,Single carriageway,30,Snowing no high winds,Daylight,Dry,4,1,Slight,54.887886,-3.263042,Bath,Rural
ACC01448,2023-12-30,11:24,Saturday,Dual carriageway,40,Raining no high winds,Darkness - lighting unknown,Wet or damp,2,1,Slight,52.151675,-3.271185,Cardiff,Rural
ACC01449,2023-09-07,19:51,Thursday,Dual carriageway,30,,Daylight,Frost or ice,2,6,Fatal,54.194414,-5.237127,Cambridge,Urban
ACC01450,2023-03-14,13:56,Tuesday,Single carriageway,30,Other,,Dry,1,1,Slight,53.923901,-2.696917,Plymouth,Rural
ACC01451,2023-12-14,07:03,Thursday,Dual carriageway,70,Fine no high winds,Darkness - lights lit,Wet or damp,2,1,Fatal,52.758615,-4.473077,Wandsworth,Rural
ACC01452,2023-10-29,02:47,Sunday,Single carriageway,70,Raining no high winds,Daylight,Dry,1,1,Slight,52.786227,-4.502884,Cambridge,Urban
ACC01453,2023-05-24,16:20,Wednesday,Dual carriageway,70,Snowing no high winds,Darkness - lights lit,Frost or ice,3,2,Serious,54.577859,0.979981,Lewisham,Urban
ACC01454,10/02/2023,05:26,Friday,Motorway,20,Fine no high winds,Darkness - lights lit,Snow,3,1,Fatal,51.879455,-0.145113,Nottingham,Rural
ACC01455,2023-05-16,14:40,Tuesday,Dual carriageway,40,,Darkness - lights lit,Frost or ice,2,2,slight,52.721787,-1.594088,Exeter,Urban
ACC01456,2023-08-23,01:27,Wednesday,Single carriageway,30,Fog or mist,Darkness - lighting unknown,Flood over 3cm deep,2,5,Slight,53.165384,-4.537026,Reading,Urban
ACC01457,2023-12-29,12:16,Friday,Single carriageway,60,Fine no high winds,Daylight,Wet or damp,2,1,serious,55.460736,-5.450435,Swansea,Rural
ACC01458,2023-06-06,18:53,Tuesday,Roundabout,70,Fine no high winds,Daylight,Frost or ice,2,1,Slight,55.10468,0.007271,Newcastle upon Tyne,Urban
ACC01459,2023-01-10,09:05,Tuesday,Motorway,70,Fine no high winds,Darkness - lighting unknown,Dry,2,1,Slight,52.73343,-0.508956,Oxford,Rural
ACC01460,2023-01-29,09:03,Sunday,Dual carriageway,30,Fine no high winds,Darkness - lights unlit,,2,2,Fatal,52.199981,-0.454591,Leicester,Rural
ACC01461,2023-01-01,08:03,Sunday,Single carriageway,60,Snowing no high winds,Darkness - lights lit,Dry,3,1,Slight,50.861864,-0.711572,Ipswich,Rural
ACC01462,2023-01-07,05:39,Saturday,Slip road,40,Fog or mist,Darkness - no lighting,Wet or damp,2,2,Slight,53.712021,0.811171,York,Urban
ACC01463,2023-03-19,14:43,Sunday,Dual carriageway,70,Other,,Dry,2,1,Slight,52.025487,-0.30901,Bath,Urban
ACC01464,2023-05-03,19:49,Wednesday,Dual carriageway,60,Raining no high winds,Darkness - lights unlit,Frost or ice,2,1,Slight,54.44931,-5.664011,Reading,Urban
ACC01465,2023-07-05,19:46,Wednesday,One way street,60,Snowing no high winds,Daylight,Wet or damp,2,2,Serious,50.33821,1.470019,Cardiff,Rural
ACC01466,2023-10-17,17:27,Tuesday,Dual carriageway,30,Fine no high winds,Darkness - lights lit,Dry,2,5,Fatal,50.633826,1.060217,Southwark,Urban
ACC01467,2023-12-13,14:39,Wednesday,Motorway,,Unknown,Darkness - lights lit,Dry,3,1,Slight,54.795166,-2.609626,Brighton and Hove,Urban
ACC01468,2023-09-30,07:56,Saturday,Single carriageway,30,Other,Darkness - lights unlit,Wet or damp,2,2,Serious,53.843647,-4.693082,Cardiff,Urban
ACC01469,2023-10-08,22:39,Sunday,Single carriageway,30,Fine no high winds,Darkness - no lighting,Wet or damp,2,2,Serious,51.769273,-5.663101,Manchester,Rural
ACC01470,2023-04-03,08:05,Monday,Slip road,30,Raining with high winds,Darkness - lights lit,Flood over 3cm deep,1,1,Slight,53.60467,1.027918,York,Rural
ACC01471,2023-10-05,15:21,Thursday,Dual carriageway,40,Raining no high winds,Darkness - lighting unknown,Wet or damp,3,3,Slight,51.366481,-5.667965,Derby,Urban
ACC01472,2023-12-20,14:27,Wednesday,Single carriageway,60,Raining no high winds,Daylight,Dry,2,4,Serious,53.496302,-4.868401,Nottingham,Rural
ACC01473,2023-03-02,02:23,Thursday,One way street,60,Raining no high winds,Daylight,Dry,3,1,Slight,55.60331,0.385425,Camden,Rural
ACC01474,2023-03-09,14:40,Thursday,Dual carriageway,30,Fine no high winds,Daylight,Dry,3,5,Slight,54.688872,1.151928,Portsmouth,Urban
ACC01475,2023-04-07,03:08,Friday,Single carriageway,30,Snowing no high winds,Daylight,Frost or ice,2,1,Serious,,,Oxford,Rural
ACC01476,2023-07-12,17:20,Wednesday,Dual carriageway,30,Snowing no high winds,Daylight,Dry,2,2,Serious,51.020919,-4.653676,Birmingham,Rural
ACC01477,2023-05-20,14:38,Saturday,Motorway,40,Fine no high winds,Darkness - lighting unknown,Flood over 3cm deep,3,6,Serious,55.742861,-2.332444,Islington,Urban
ACC01478,2023-10-12,14:05,Thursday,Single carriageway,30,Unknown,Daylight,Dry,2,1,Slight,53.033135,1.651221,Greenwich,Rural
ACC01479,2023-06-23,16:33,Friday,Slip road,50,Fine no high winds,Daylight,Dry,1,6,SERIOUS,52.603248,-4.001275,Nottingham,Rural
ACC01480,2023-05-17,11:52,Wednesday,Roundabout,60,Fine no high winds,Darkness - lights lit,Snow,2,5,Slight,54.980915,0.685271,Bath,Rural
ACC01481,2023-10-27,01:08,Friday,Slip road,30,Unknown,,Dry,2,3,Serious,55.352129,-5.530161,Birmingham,Urban
ACC01482,2023-11-06,22:43,Monday,Dual carriageway,70,Raining with high winds,Darkness - no lighting,Dry,2,1,Serious,55.632183,-1.669222,Hackney,Urban
ACC01483,2023-09-28,13:24,Thursday,Single carriageway,40,Fine no high winds,Darkness - lighting unknown,Wet or damp,3,1,Slight,51.201929,-0.362434,Derby,Urban
ACC01484,2023-08-13,09:54,Sunday,One way street,30,Fine no high winds,Darkness - lights lit,Wet or damp,2,2,Slight,55.561545,-2.536906,Islington,Rural
ACC01485,2023-01-25,16:36,Wednesday,Motorway,20,Unknown,Daylight,Dry,3,2,Slight,55.029442,-2.880591,Exeter,Urban
ACC01486,2023-02-08,09:01,Wednesday,Single carriageway,40,Fine no high winds,Daylight,Frost or ice,2,3,Slight,52.341461,-5.541181,Sunderland,Rural
ACC01487,2023-08-09,11:29,Wednesday,Dual carriageway,40,Raining with high winds,Darkness - lights lit,Wet or damp,2,1,Slight,50.147425,-3.130475,Sheffield,Rural
ACC01488,2023-05-27,17:14,Saturday,Roundabout,30,Unknown,Darkness - lights lit,Dry,3,2,Slight,50.831791,1.297714,Plymouth,Rural
ACC01489,2023-02-04,22:11,Saturday,Single carriageway,40,Raining no high winds,Darkness - no lighting,Wet or damp,3,1,Slight,54.66222,-5.397299,Greenwich,Rural
ACC01490,2023-10-08,07:12,Sunday,Roundabout,70,Fine no high winds,Daylight,Dry,3,2,Slight,55.092709,-3.557018,Manchester,Rural
ACC01491,2023-05-09,09:05,Tuesday,Motorway,20,Raining no high winds,Daylight,Wet or damp,2,1,Fatal,50.354558,-5.498178,Southampton,Rural
ACC01492,2023-07-28,09:57,Friday,Single carriageway,30,Fine no high winds,Darkness - lights lit,Dry,2,2,Slight,52.743351,-4.184035,Wolverhampton,Rural
ACC01493,2023-05-29,03:49,Monday,Single carriageway,30,Fine no high winds,Daylight,Dry,3,2,Serious,50.484781,-4.021588,Southwark,Urban
ACC01494,2023-10-07,22:04,Saturday,One way street,70,Raining no high winds,Darkness - lights lit,Wet or damp,2,1,Fatal,50.624616,-1.38214,Cheltenham,Urban
ACC01495,2023-12-23,17:09,Saturday,Dual carriageway,50,Other,Darkness - lights unlit,Frost or ice,1,1,Slight,55.285445,-5.061929,Liverpool,Rural
ACC01496,2023-06-14,00:07,Wednesday,Dual carriageway,30,Fine no high winds,Daylight,Dry,2,3,Fatal,52.133703,-5.49138,Portsmouth,Urban
ACC01497,2023-06-27,04:22,Tuesday,Slip road,30,Fine no high winds,Daylight,Snow,3,1,Slight,50.151365,-4.231153,Portsmouth,Rural
ACC01498,2023-12-20,00:12,Wednesday,One way street,30,Fine no high winds,Darkness - lights unlit,Snow,3,1,Slight,53.444086,-3.592984,Wolverhampton,Rural
ACC01499,2023-08-25,08:06,Friday,Roundabout,60,Fine no high winds,Daylight,Frost or ice,3,1,Slight,53.244712,-4.215745,Manchester,Urban
ACC01500,2023-05-31,18:34,Wednesday,Motorway,60,Fine no high winds,Daylight,Dry,2,2,Slight,54.876232,-2.003344,Lewisham,Rural
ACC01501,2023-06-22,11:20,Thursday,Single carriageway,30,Fog or mist,Daylight,Snow,3,5,Slight,53.012405,-4.461801,Sheffield,Rural
ACC01502,2023-11-22,16:34,Wednesday,Single carriageway,20,Fine no high winds,Daylight,Snow,2,1,Slight,52.397112,1.039395,Nottingham,Rural
ACC01503,2023-03-08,07:06,Wednesday,Slip road,40,Raining no high winds,Daylight,Frost or ice,2,1,Slight,52.078431,-3.435678,Brighton and Hove,Urban
ACC01504,2023-12-28,12:44,Thursday,One way street,30,Fine no high winds,Darkness - lights unlit,,2,1,Slight,55.321111,0.748107,Swansea,Urban
ACC01505,2023-12-30,12:22,Saturday,Dual carriageway,30,Unknown,Darkness - lights unlit,Flood over 3cm deep,4,1,Slight,55.364416,1.37314,Bristol,Rural
ACC01506,2023-11-20,08:21,Monday,Roundabout,70,Raining no high winds,Darkness - lights unlit,Dry,1,6,Slight,50.537752,1.464608,Greenwich,Urban
ACC01507,2023-05-17,22:06,Wednesday,Slip road,30,,Darkness - lighting unknown,Dry,2,2,Slight,55.465346,-3.263669,Sunderland,Rural
ACC01508,2023-07-28,11:02,Friday,Motorway,30,Fine no high winds,Daylight,Snow,3,3,Slight,51.395179,0.421849,Sunderland,Urban
ACC01509,2023-08-04,17:59,Friday,Roundabout,70,Fog or mist,Darkness - lights lit,Dry,2,1,Slight,51.479482,-1.102075,Swansea,Rural
ACC01510,2023-12-23,11:54,Saturday,One way street,30,Raining with high winds,Darkness - lights lit,Dry,2,5,Slight,52.406455,1.276638,Hackney,Rural
ACC01511,2023-04-05,18:07,Wednesday,One way street,30,Snowing no high winds,Daylight,,2,4,serious,53.515029,-0.311761,Islington,Urban
ACC01512,2023-05-26,10:28,Friday,One way street,30,Unknown,Daylight,Dry,3,4,Fatal,51.750066,-3.586188,Leicester,Urban
ACC01513,2023-03-18,17:12,Saturday,Dual carriageway,60,Fine no high winds,Darkness - lighting unknown,Frost or ice,3,3,Serious,53.327914,-1.539037,Liverpool,Urban
ACC01514,2023-02-19,10:33,Sunday,Motorway,30,Unknown,Daylight,Flood over 3cm deep,3,5,SLIGHT,,,Wolverhampton,Urban
ACC01515,2023-03-03,08:16,Friday,Dual carriageway,50,Unknown,Daylight,Dry,5,3,Slight,50.350034,-1.375782,Glasgow,Urban
ACC01516,2023-12-10,17:54,Sunday,Roundabout,30,Fine no high winds,Darkness - no lighting,Frost or ice,4,2,Serious,52.659249,-5.276204,Norwich,Rural
ACC01517,2023-11-29,17:53,Wednesday,Single carriageway,60,Fine no high winds,Daylight,Snow,2,5,Slight,53.564127,-0.706168,Cambridge,Urban
ACC01518,2023-10-20,11:29,Friday,Single carriageway,50,Fine no high winds,Darkness - lights unlit,Flood over 3cm deep,1,1,Slight,54.80883,-4.283161,Southampton,Urban
ACC01519,2023-09-24,16:40,Sunday,Motorway,50,Unknown,Darkness - lights unlit,Dry,2,1,Slight,53.309706,0.969765,Brighton and Hove,Urban
ACC01520,2023-10-04,13:59,Wednesday,Single carriageway,70,Raining no high winds,Darkness - lights lit,Dry,3,3,Slight,54.71003,-2.737743,Bath,Urban
ACC01521,2023-02-22,14:17,Wednesday,Slip road,60,Fog or mist,Darkness - lights lit,Dry,3,3,Slight,51.782521,0.035356,Lewisham,Urban
ACC01522,2023-07-19,08:22,Wednesday,Single carriageway,40,Raining with high winds,Daylight,Dry,1,4,Slight,55.794749,-2.239151,Newcastle upon Tyne,Urban
ACC01523,2023-08-27,13:23,Sunday,Single carriageway,30,Raining no high winds,Darkness - lighting unknown,Dry,2,2,Fatal,55.703978,-5.236134,Edinburgh,Urban
ACC01524,2023-04-29,17:08,Saturday,Single carriageway,60,Raining no high winds,Darkness - lights unlit,Dry,3,3,Slight,52.699048,1.014071,Bristol,Rural
ACC01525,2023-08-30,23:44,Wednesday,Single carriageway,20,Snowing no high winds,Darkness - lights lit,Dry,2,1,Slight,51.185601,-2.356718,Nottingham,Urban
ACC01526,2023-09-21,17:23,Thursday,One way street,70,Fine no high winds,Daylight,Wet or damp,2,4,Slight,51.562417,-4.056596,Lambeth,Rural
ACC01527,2023-08-04,12:34,Friday,Single carriageway,70,Other,Darkness - lights unlit,Wet or damp,2,2,Slight,51.75422,0.539991,Lewisham,Urban
ACC01528,2023-05-29,07:45,Monday,Single carriageway,70,Raining with high winds,Daylight,Snow,2,1,Slight,51.525829,1.511651,Reading,Rural
ACC01529,2023-12-13,06:43,Wednesday,Dual carriageway,30,Unknown,Darkness - lights lit,Dry,2,1,Serious,52.169959,-1.337594,Cambridge,Urban
ACC01530,2023-08-12,14:41,Saturday,Motorway,50,Other,Daylight,Snow,2,1,Slight,52.866431,-2.167266,Coventry,Rural
ACC01531,2023-01-01,17:11,Sunday,Dual carriageway,30,Raining with high winds,Darkness - lights unlit,Dry,2,1,Fatal,54.40436,-3.884899,Bath,Urban
ACC01532,2023-11-02,16:35,Thursday,Roundabout,40,Unknown,Darkness - lights lit,Snow,2,3,Slight,51.150641,-2.175524,Brighton and Hove,Rural
ACC01533,2023-08-28,12:42,Monday,One way street,30,Other,Daylight,Wet or damp,3,2,Serious,51.188349,-0.416423,Manchester,Urban
ACC01534,2023-02-03,13:00,Friday,Single carriageway,70,Fine no high winds,Daylight,Dry,2,2,Slight,54.175985,-0.245573,Bath,Urban
ACC01535,2023-10-13,20:44,Friday,Dual carriageway,70,Raining with high winds,Darkness - lighting unknown,Wet or damp,2,2,Slight,50.529921,1.737898,Tower Hamlets,Rural
ACC01536,2023-12-29,11:40,Friday,Motorway,30,Fine no high winds,Darkness - lights lit,Wet or damp,3,3,Slight,52.427108,1.510246,Coventry,Urban
ACC01537,2023-01-30,22:20,Monday,Single carriageway,60,Fog or mist,Daylight,Wet or damp,2,1,Slight,53.20813,-2.381235,Coventry,Rural
ACC01538,2023-05-06,11:02,Saturday,One way street,60,Raining no high winds,Daylight,Flood over 3cm deep,1,1,Slight,50.334995,-3.901923,Brighton and Hove,Rural
ACC01539,2023-05-16,09:49,Tuesday,dual carriageway,40,Fine no high winds,,Snow,2,1,Slight,51.082655,-4.934078,Edinburgh,Rural
