transaction_id,customer_id,amount,merchant_category,hour_of_day,day_of_week,is_international,distance_from_home_km,is_fraud
TXN-0002495,CUST-361,200.0,restaurants,20,Wednesday,False,7.7,False
TXN-0003784,CUST-408,200.0,fuel,1,Wednesday,False,2.2,False
TXN-0002155,CUST-205,94.73,electronics,13,Monday,False,2.6,False
TXN-0002372,CUST-371,51.63,fuel,15,Friday,False,2.9,False
TXN-0004145,CUST-477,16.57,fuel,10,Sunday,False,1.8,False
TXN-0004941,CUST-155,2108.05,electronics,14,Friday,False,20.0,True
TXN-0000381,CUST-289,79.61,groceries,10,Tuesday,False,3.0,False
TXN-0002616,CUST-423,102.79,travel,11,Tuesday,False,12.3,False
TXN-0000610,CUST-315,424.44,cash_withdrawal,10,Tuesday,False,1.3,False
TXN-0000811,CUST-470,73.81,electronics,11,Saturday,False,0.0,False
TXN-0001198,CUST-388,214.95,fuel,12,Monday,False,14.6,False
TXN-0001976,CUST-435,31.66,fuel,15,Sunday,False,1.3,False
TXN-0004795,CUST-491,18.21,online_retail,9,Friday,True,2.4,False
TXN-0003081,CUST-305,41.53,travel,13,Sunday,False,3.7,False
TXN-0001549,CUST-409,12.4,cash_withdrawal,11,Wednesday,False,5.5,False
TXN-0002383,CUST-470,31.29,restaurants,14,Friday,False,0.7,False
TXN-0001480,CUST-369,25.65,fuel,16,Friday,False,8.7,False
TXN-0001036,CUST-337,96.0,fuel,20,Saturday,False,0.7,False
TXN-0000271,CUST-034,5.0,restaurants,14,Saturday,False,8.3,False
TXN-0003413,CUST-084,318.71,electronics,13,Wednesday,False,5.9,False
TXN-0004528,CUST-082,67.57,restaurants,16,Friday,False,0.7,False
TXN-0004499,CUST-411,109.24,online_retail,4,Sunday,False,2.8,False
TXN-0001232,CUST-304,26.25,restaurants,11,Sunday,False,5.1,False
TXN-0000004,CUST-202,200.0,restaurants,9,Sunday,False,2.8,False
TXN-0000937,CUST-192,27.27,fuel,4,Monday,False,0.9,False
TXN-0004541,CUST-437,127.59,fuel,23,Tuesday,False,0.2,False
TXN-0003706,CUST-349,82.74,restaurants,13,Thursday,True,2.1,False
TXN-0000740,CUST-409,50.3,restaurants,4,Friday,False,4.4,False
TXN-0003083,CUST-084,14.51,online_retail,11,Tuesday,False,4.4,False
TXN-0002665,CUST-041,29.24,fuel,8,Monday,False,10.7,False
TXN-0003889,CUST-490,200.0,travel,11,Friday,False,2.3,False
TXN-0002251,CUST-317,26.56,fuel,12,Thursday,False,0.1,False
TXN-0003574,CUST-448,32.26,groceries,1,Tuesday,False,10.4,False
TXN-0001182,CUST-497,117.45,groceries,12,Friday,False,1.2,False
TXN-0003112,CUST-103,200.0,fuel,14,Friday,False,12.7,False
TXN-0002522,CUST-179,15.76,fuel,14,Saturday,False,13.5,False
TXN-0004026,CUST-245,200.0,cash_withdrawal,10,Saturday,False,3.5,False
TXN-0001407,CUST-162,36.08,online_retail,12,Monday,False,1.5,False
TXN-0001371,CUST-189,17.86,online_retail,11,Tuesday,False,0.9,False
TXN-0000733,CUST-277,228.63,electronics,7,Friday,False,0.5,False
TXN-0003374,CUST-469,19.38,fuel,10,Friday,False,12.5,False
TXN-0001325,CUST-008,16.82,cash_withdrawal,18,Friday,False,0.6,False
TXN-0002243,CUST-257,122.9,fuel,4,Sunday,False,2.3,False
TXN-0004902,CUST-385,198.75,electronics,15,Saturday,False,18.6,True
TXN-0000108,CUST-241,200.0,fuel,15,Sunday,False,2.1,False
TXN-0002917,CUST-025,27.53,online_retail,10,Monday,True,14.4,False
TXN-0003529,CUST-311,26.71,online_retail,15,Monday,False,3.4,False
TXN-0003922,CUST-128,26.86,cash_withdrawal,13,Saturday,False,10.6,False
TXN-0004638,CUST-068,200.0,online_retail,12,Friday,False,3.0,False
TXN-0001539,CUST-273,80.04,online_retail,21,Wednesday,False,0.5,False
TXN-0001797,CUST-440,41.43,electronics,0,Thursday,False,3.2,False
TXN-0003822,CUST-438,34.74,online_retail,18,Monday,False,1.2,False
TXN-0004676,CUST-246,12.74,online_retail,14,Thursday,False,2.0,False
TXN-0000647,CUST-440,24.8,groceries,16,Wednesday,False,0.7,False
TXN-0001459,CUST-458,19.4,cash_withdrawal,14,Saturday,False,3.5,False
TXN-0001372,CUST-244,422.88,restaurants,10,Friday,False,11.8,False
TXN-0004637,CUST-119,18.58,restaurants,16,Wednesday,False,2.0,False
TXN-0002483,CUST-182,25.6,restaurants,13,Sunday,False,2.8,False
TXN-0004295,CUST-160,98.83,fuel,15,Saturday,False,3.7,False
TXN-0004613,CUST-055,19.65,travel,23,Wednesday,False,8.3,False
TXN-0003845,CUST-104,12.72,groceries,1,Wednesday,False,19.0,False
TXN-0001555,CUST-471,5.59,fuel,11,Thursday,False,0.5,False
TXN-0003473,CUST-330,21.78,electronics,7,Thursday,False,5.3,False
TXN-0002006,CUST-360,220.81,cash_withdrawal,20,Monday,False,6.4,False
TXN-0001009,CUST-337,17.99,restaurants,19,Sunday,False,8.3,False
TXN-0001572,CUST-466,28.59,electronics,8,Sunday,False,3.4,False
TXN-0002252,CUST-376,8.63,electronics,11,Tuesday,False,10.2,False
TXN-0000451,CUST-400,12.65,groceries,8,Tuesday,False,1.3,False
TXN-0000216,CUST-017,8.21,travel,14,Wednesday,False,9.0,False
TXN-0002839,CUST-395,46.06,fuel,21,Friday,False,3.0,False
TXN-0004801,CUST-195,57.24,online_retail,14,Monday,False,2.1,False
TXN-0001259,CUST-302,6.15,groceries,23,Wednesday,False,14.5,False
TXN-0001779,CUST-256,71.26,cash_withdrawal,17,Thursday,False,5.0,False
TXN-0003681,CUST-473,46.39,travel,8,Monday,False,6.3,False
TXN-0001620,CUST-240,26.49,cash_withdrawal,23,Sunday,False,5.1,False
TXN-0004460,CUST-159,57.57,travel,6,Wednesday,False,0.7,False
TXN-0001876,CUST-072,77.98,restaurants,13,Saturday,False,7.2,False
TXN-0000257,CUST-146,60.06,fuel,13,Saturday,True,20.0,False
TXN-0003663,CUST-077,78.15,electronics,18,Friday,False,1.5,False
TXN-0003559,CUST-439,539.05,online_retail,0,Tuesday,False,2.0,False
TXN-0003661,CUST-161,33.1,online_retail,14,Wednesday,False,1.2,False
TXN-0000673,CUST-116,17.24,online_retail,14,Tuesday,False,4.2,False
TXN-0002782,CUST-135,17.69,online_retail,23,Thursday,False,7.8,False
TXN-0004316,CUST-094,23.86,groceries,21,Sunday,False,4.0,False
TXN-0001124,CUST-485,10.41,cash_withdrawal,13,Wednesday,False,4.9,False
TXN-0000493,CUST-161,20.99,groceries,15,Saturday,False,4.7,False
TXN-0001654,CUST-231,12.97,electronics,7,Wednesday,False,0.1,False
TXN-0004549,CUST-069,52.31,fuel,20,Sunday,False,2.3,False
TXN-0002514,CUST-303,33.15,cash_withdrawal,10,Monday,False,2.3,False
TXN-0004842,CUST-381,91.46,cash_withdrawal,14,Thursday,False,1.6,False
TXN-0001342,CUST-272,42.43,travel,17,Tuesday,False,9.8,False
TXN-0000296,CUST-278,31.56,restaurants,16,Saturday,False,1.3,False
TXN-0001853,CUST-476,50.23,travel,8,Sunday,False,6.2,False
TXN-0001943,CUST-385,7.61,fuel,18,Monday,False,0.4,False
TXN-0003419,CUST-117,304.15,fuel,19,Saturday,False,1.0,False
TXN-0004761,CUST-233,49.8,electronics,17,Sunday,False,2.2,False
TXN-0001467,CUST-447,27.91,restaurants,18,Friday,False,6.4,False
TXN-0002000,CUST-306,31.43,groceries,23,Sunday,False,4.3,False
TXN-0001725,CUST-266,200.0,electronics,12,Thursday,False,7.9,False
TXN-0000905,CUST-339,118.97,cash_withdrawal,18,Saturday,False,1.7,False
TXN-0004000,CUST-161,16.18,fuel,15,Saturday,True,6.3,False
TXN-0001735,CUST-291,67.94,fuel,19,Tuesday,False,9.0,False
TXN-0001793,CUST-156,346.32,travel,16,Saturday,False,4.8,False
TXN-0003249,CUST-119,16.77,electronics,21,Friday,False,13.1,False
TXN-0000297,CUST-487,417.48,restaurants,16,Monday,False,4.0,False
TXN-0002744,CUST-108,21.23,groceries,11,Thursday,False,1.4,False
TXN-0002230,CUST-259,113.43,travel,15,Thursday,False,5.4,False
TXN-0002952,CUST-351,37.92,groceries,13,Thursday,False,2.8,False
TXN-0004015,CUST-405,37.74,restaurants,6,Wednesday,False,1.0,False
TXN-0000548,CUST-151,200.0,travel,5,Tuesday,False,5.6,False
TXN-0000525,CUST-391,200.0,electronics,23,Wednesday,False,0.6,False
TXN-0004633,CUST-258,8.62,fuel,20,Thursday,False,2.3,False
TXN-0004671,CUST-016,5.0,electronics,23,Tuesday,False,2.2,False
TXN-0000713,CUST-348,34.34,online_retail,14,Tuesday,False,1.3,False
TXN-0003339,CUST-320,31.2,travel,15,Saturday,False,4.6,False
TXN-0004586,CUST-033,26.35,online_retail,11,Thursday,False,5.4,False
TXN-0001615,CUST-005,200.0,fuel,11,Wednesday,False,2.9,False
TXN-0001284,CUST-143,18.39,cash_withdrawal,13,Friday,False,4.0,False
TXN-0003626,CUST-284,68.92,groceries,18,Sunday,False,1.1,False
TXN-0004340,CUST-167,200.0,cash_withdrawal,20,Friday,False,20.0,False
TXN-0000320,CUST-463,109.82,cash_withdrawal,20,Thursday,False,1.6,False
TXN-0004222,CUST-114,12.18,restaurants,17,Wednesday,False,11.7,False
TXN-0001696,CUST-114,7.82,online_retail,19,Sunday,False,3.2,False
TXN-0001702,CUST-091,26.5,online_retail,15,Tuesday,False,0.2,False
TXN-0004955,CUST-401,251.17,electronics,5,Friday,True,3.8,True
TXN-0003522,CUST-396,120.87,fuel,12,Monday,False,11.6,False
TXN-0001883,CUST-423,13.77,travel,18,Tuesday,False,5.1,False
TXN-0002743,CUST-260,429.82,online_retail,6,Saturday,False,3.8,False
TXN-0001545,CUST-172,20.54,groceries,5,Friday,False,5.2,False
TXN-0001703,CUST-496,24.78,cash_withdrawal,17,Tuesday,False,0.7,False
TXN-0000773,CUST-362,75.46,travel,18,Friday,False,5.7,False
TXN-0002731,CUST-300,354.55,cash_withdrawal,15,Sunday,False,1.9,False
TXN-0000478,CUST-330,200.0,electronics,10,Thursday,False,10.4,False
TXN-0000767,CUST-081,37.32,travel,15,Monday,False,2.0,False
TXN-0004464,CUST-015,15.68,groceries,17,Friday,False,1.0,False
TXN-0002397,CUST-431,6.45,online_retail,11,Saturday,False,5.9,False
TXN-0003115,CUST-456,34.2,fuel,18,Wednesday,False,0.4,False
TXN-0004529,CUST-454,43.26,travel,12,Wednesday,False,8.7,False
TXN-0003665,CUST-427,360.45,electronics,17,Thursday,False,5.5,False
TXN-0002476,CUST-142,9.05,fuel,7,Saturday,False,3.0,False
TXN-0003848,CUST-447,27.04,electronics,22,Tuesday,False,2.8,False
TXN-0000118,CUST-343,332.67,groceries,13,Sunday,True,5.5,False
TXN-0003090,CUST-072,359.97,electronics,19,Monday,False,3.6,False
TXN-0003095,CUST-230,33.38,electronics,10,Monday,False,10.2,False
TXN-0001183,CUST-290,103.74,travel,11,Sunday,False,2.1,False
TXN-0001660,CUST-072,200.0,travel,10,Sunday,False,1.5,False
TXN-0002196,CUST-005,11.42,travel,15,Saturday,False,9.8,False
TXN-0000514,CUST-421,26.68,cash_withdrawal,16,Saturday,False,5.9,False
TXN-0002423,CUST-336,19.83,groceries,12,Friday,False,4.1,False
TXN-0000527,CUST-359,35.08,cash_withdrawal,12,Friday,False,3.8,False
TXN-0000106,CUST-239,48.62,online_retail,23,Saturday,False,1.7,False
TXN-0003308,CUST-239,24.23,travel,20,Saturday,False,0.8,False
TXN-0001843,CUST-207,200.0,travel,9,Friday,False,2.9,False
TXN-0004597,CUST-189,31.77,cash_withdrawal,9,Sunday,False,9.7,False
TXN-0000834,CUST-058,289.28,cash_withdrawal,18,Monday,False,8.3,False
TXN-0003186,CUST-128,116.06,groceries,17,Thursday,False,1.9,False
TXN-0003030,CUST-203,50.36,cash_withdrawal,9,Sunday,False,2.8,False
TXN-0003569,CUST-451,90.24,travel,13,Sunday,False,5.7,False
TXN-0000240,CUST-155,405.42,electronics,10,Sunday,False,3.1,False
TXN-0001584,CUST-090,98.1,restaurants,22,Sunday,False,4.0,False
TXN-0001965,CUST-408,62.06,fuel,5,Thursday,False,0.4,False
TXN-0004699,CUST-432,32.13,online_retail,20,Monday,False,1.4,False
TXN-0003116,CUST-007,26.89,electronics,9,Sunday,False,14.1,False
TXN-0003097,CUST-027,7.17,cash_withdrawal,9,Sunday,False,2.9,False
TXN-0004336,CUST-166,63.29,travel,9,Tuesday,False,7.0,False
TXN-0001175,CUST-291,300.12,fuel,12,Tuesday,False,1.4,False
TXN-0000295,CUST-126,26.18,electronics,13,Monday,False,9.1,False
TXN-0002261,CUST-147,65.9,electronics,18,Tuesday,False,5.5,False
TXN-0004492,CUST-374,35.68,fuel,17,Monday,False,5.4,False
TXN-0001657,CUST-020,32.68,groceries,17,Wednesday,False,2.1,False
TXN-0000386,CUST-041,26.16,travel,20,Sunday,False,20.0,False
TXN-0004896,CUST-143,369.63,online_retail,2,Monday,False,53.0,True
TXN-0003128,CUST-488,26.97,cash_withdrawal,19,Sunday,True,5.2,False
TXN-0002836,CUST-350,24.91,restaurants,15,Wednesday,False,0.4,False
TXN-0003161,CUST-259,58.78,fuel,9,Monday,False,7.1,False
TXN-0003198,CUST-096,31.57,cash_withdrawal,13,Tuesday,False,3.3,False
TXN-0002921,CUST-051,200.0,travel,8,Tuesday,False,5.8,False
TXN-0004445,CUST-173,25.17,travel,10,Sunday,False,6.5,False
TXN-0001811,CUST-359,40.57,groceries,5,Thursday,False,0.3,False
TXN-0003071,CUST-399,16.7,groceries,12,Thursday,False,2.2,False
TXN-0001740,CUST-245,177.5,travel,7,Saturday,False,18.7,False
TXN-0000471,CUST-145,39.39,groceries,8,Sunday,False,1.0,False
TXN-0002992,CUST-021,101.77,electronics,16,Thursday,False,1.4,False
TXN-0002819,CUST-360,41.84,travel,14,Thursday,False,3.6,False
TXN-0004731,CUST-369,64.08,online_retail,16,Thursday,False,4.5,False
TXN-0003660,CUST-426,15.86,cash_withdrawal,5,Tuesday,False,4.6,False
TXN-0002232,CUST-280,63.86,restaurants,9,Sunday,False,8.3,False
TXN-0004505,CUST-121,13.41,cash_withdrawal,12,Wednesday,False,0.2,False
TXN-0004693,CUST-334,27.93,restaurants,12,Thursday,False,18.6,False
TXN-0004250,CUST-312,200.0,electronics,11,Friday,False,2.3,False
TXN-0004533,CUST-303,110.66,restaurants,16,Wednesday,False,1.1,False
TXN-0000724,CUST-381,12.88,cash_withdrawal,15,Saturday,False,3.2,False
TXN-0001593,CUST-275,34.05,restaurants,7,Sunday,False,3.8,False
TXN-0001043,CUST-476,99.06,electronics,8,Friday,False,5.4,False
TXN-0001929,CUST-460,16.65,online_retail,9,Wednesday,False,4.1,False
TXN-0003130,CUST-234,62.19,fuel,14,Friday,False,2.6,False
TXN-0001195,CUST-467,84.19,electronics,16,Monday,False,3.1,False
TXN-0003952,CUST-425,46.09,fuel,12,Tuesday,False,2.7,False
TXN-0003326,CUST-240,52.13,electronics,17,Saturday,False,8.1,False
TXN-0004515,CUST-091,140.26,travel,12,Saturday,False,10.4,False
TXN-0004150,CUST-042,33.14,cash_withdrawal,18,Monday,False,3.9,False
TXN-0003380,CUST-002,10.44,groceries,14,Thursday,False,3.9,False
TXN-0001773,CUST-066,7.66,fuel,17,Wednesday,False,1.7,False
TXN-0002970,CUST-374,200.0,cash_withdrawal,16,Sunday,False,0.3,False
TXN-0001014,CUST-090,37.95,restaurants,18,Sunday,False,5.0,False
TXN-0002600,CUST-422,31.28,travel,6,Tuesday,False,0.4,False
TXN-0004303,CUST-190,53.46,fuel,17,Thursday,False,7.1,False
TXN-0004794,CUST-370,85.58,electronics,14,Monday,False,0.3,False
TXN-0002721,CUST-145,12.14,online_retail,9,Wednesday,False,10.3,False
TXN-0000283,CUST-261,35.45,groceries,9,Monday,False,6.2,False
TXN-0001528,CUST-114,10.71,cash_withdrawal,15,Monday,False,9.9,False
TXN-0003809,CUST-091,71.77,fuel,10,Tuesday,False,11.2,False
TXN-0004709,CUST-386,74.7,travel,17,Sunday,False,1.0,False
TXN-0003164,CUST-013,23.3,groceries,16,Monday,False,13.7,False
TXN-0003026,CUST-227,200.0,electronics,19,Friday,True,7.2,False
TXN-0003093,CUST-280,41.82,groceries,15,Friday,False,4.0,False
TXN-0000929,CUST-348,53.32,restaurants,11,Friday,False,6.7,False
TXN-0000671,CUST-471,187.18,groceries,19,Friday,False,10.3,False
TXN-0004635,CUST-330,95.29,fuel,5,Monday,True,3.0,False
TXN-0001509,CUST-276,23.4,travel,22,Friday,False,1.5,False
TXN-0002291,CUST-316,72.29,restaurants,14,Wednesday,False,13.8,False
TXN-0003389,CUST-428,218.78,online_retail,23,Tuesday,False,7.8,False
TXN-0003492,CUST-459,11.63,electronics,21,Tuesday,False,1.8,False
TXN-0002314,CUST-312,56.96,fuel,17,Wednesday,False,3.7,False
TXN-0004870,CUST-268,71.75,online_retail,0,Tuesday,False,65.7,True
TXN-0000155,CUST-125,40.57,online_retail,16,Friday,False,3.8,False
TXN-0002538,CUST-498,34.44,electronics,13,Sunday,False,5.4,False
TXN-0004748,CUST-192,63.27,groceries,15,Monday,False,3.8,False
TXN-0002579,CUST-379,30.59,travel,12,Tuesday,False,3.2,False
TXN-0003591,CUST-208,56.3,cash_withdrawal,23,Wednesday,False,13.3,False
TXN-0003190,CUST-060,200.0,groceries,10,Tuesday,False,1.3,False
TXN-0000957,CUST-344,141.28,fuel,12,Friday,False,20.0,False
TXN-0001799,CUST-092,309.43,groceries,16,Monday,False,9.8,False
TXN-0004294,CUST-379,63.0,online_retail,14,Thursday,False,4.5,False
TXN-0002464,CUST-070,216.49,electronics,4,Friday,False,15.4,False
TXN-0004009,CUST-026,15.36,groceries,5,Friday,False,0.5,False
TXN-0001856,CUST-358,200.0,groceries,12,Thursday,True,2.8,False
TXN-0004728,CUST-206,54.15,groceries,6,Wednesday,False,5.4,False
TXN-0002929,CUST-321,200.0,restaurants,19,Tuesday,False,2.1,False
TXN-0002386,CUST-492,200.0,online_retail,13,Friday,False,1.6,False
TXN-0001455,CUST-375,33.96,groceries,17,Sunday,False,5.7,False
TXN-0004744,CUST-419,27.97,cash_withdrawal,12,Saturday,False,0.7,False
TXN-0000854,CUST-348,42.01,online_retail,13,Sunday,False,2.9,False
TXN-0003229,CUST-211,41.7,restaurants,15,Wednesday,False,2.1,False
TXN-0002043,CUST-133,40.29,electronics,17,Sunday,False,7.3,False
TXN-0000896,CUST-104,224.22,groceries,15,Friday,False,1.3,False
TXN-0001966,CUST-219,29.13,cash_withdrawal,16,Wednesday,False,12.2,False
TXN-0003547,CUST-090,20.61,fuel,13,Sunday,False,3.1,False
TXN-0002512,CUST-357,18.92,groceries,12,Friday,False,9.7,False
TXN-0004228,CUST-407,91.42,electronics,19,Friday,False,0.7,False
TXN-0000893,CUST-084,200.0,fuel,14,Tuesday,False,6.7,False
TXN-0003940,CUST-477,45.15,online_retail,23,Sunday,False,2.0,False
TXN-0002739,CUST-450,10.37,travel,9,Monday,False,9.8,False
TXN-0004068,CUST-318,26.43,electronics,14,Thursday,False,9.1,False
TXN-0002993,CUST-393,55.9,groceries,15,Friday,False,2.4,False
TXN-0003228,CUST-179,51.89,restaurants,11,Tuesday,False,5.9,False
TXN-0003414,CUST-274,48.91,electronics,22,Thursday,False,18.4,False
TXN-0000950,CUST-278,39.59,restaurants,20,Friday,False,0.3,False
TXN-0004255,CUST-066,40.98,cash_withdrawal,11,Sunday,False,16.4,False
TXN-0004642,CUST-060,48.05,restaurants,20,Wednesday,False,0.7,False
TXN-0003786,CUST-467,299.53,groceries,14,Monday,False,4.2,False
TXN-0003303,CUST-384,19.84,electronics,16,Saturday,False,5.0,False
TXN-0004535,CUST-416,9.32,electronics,21,Saturday,False,0.3,False
TXN-0004916,CUST-096,50.0,travel,1,Tuesday,False,47.7,True
TXN-0001196,CUST-426,17.29,electronics,12,Sunday,False,10.4,False
TXN-0003021,CUST-096,578.35,groceries,14,Saturday,False,1.5,False
TXN-0001747,CUST-448,200.0,restaurants,18,Sunday,False,0.9,False
TXN-0001463,CUST-399,85.53,restaurants,21,Thursday,False,1.9,False
TXN-0004387,CUST-410,29.34,electronics,15,Saturday,False,2.2,False
TXN-0002729,CUST-151,30.83,groceries,22,Friday,False,2.1,False
TXN-0003805,CUST-031,87.93,travel,11,Saturday,True,2.6,False
TXN-0000583,CUST-408,317.14,fuel,16,Saturday,False,1.3,False
TXN-0003944,CUST-276,29.39,online_retail,6,Saturday,False,0.3,False
TXN-0002203,CUST-080,54.31,groceries,21,Saturday,False,5.8,False
TXN-0003044,CUST-445,21.51,travel,10,Thursday,False,3.2,False
TXN-0003537,CUST-014,153.52,fuel,18,Saturday,False,1.8,False
TXN-0004629,CUST-399,497.57,online_retail,6,Wednesday,False,3.4,False
TXN-0001794,CUST-357,27.72,travel,14,Wednesday,False,8.8,False
TXN-0002388,CUST-486,22.68,online_retail,10,Thursday,False,4.5,False
TXN-0003305,CUST-205,35.76,travel,15,Saturday,False,6.8,False
TXN-0003350,CUST-432,34.98,restaurants,19,Saturday,False,2.6,False
TXN-0002465,CUST-163,64.35,travel,9,Tuesday,False,2.9,False
TXN-0002187,CUST-183,200.0,travel,14,Monday,False,3.5,False
TXN-0003363,CUST-077,60.46,cash_withdrawal,11,Tuesday,True,4.8,False
TXN-0002770,CUST-264,26.42,electronics,11,Sunday,False,1.3,False
TXN-0001329,CUST-308,260.94,electronics,8,Sunday,False,13.8,False
TXN-0000467,CUST-281,115.62,restaurants,12,Thursday,False,0.7,False
TXN-0001819,CUST-088,200.0,travel,14,Saturday,True,5.4,False
TXN-0004678,CUST-093,76.89,groceries,19,Thursday,False,3.1,False
TXN-0001641,CUST-351,39.9,travel,10,Wednesday,False,12.3,False
TXN-0004772,CUST-448,32.74,travel,14,Monday,False,0.4,False
TXN-0003503,CUST-258,16.62,online_retail,14,Tuesday,False,20.0,False
TXN-0004647,CUST-200,9.08,restaurants,16,Friday,False,4.7,False
TXN-0000930,CUST-351,29.1,restaurants,10,Sunday,False,1.7,False
TXN-0004713,CUST-470,37.84,fuel,23,Sunday,False,3.1,False
TXN-0004649,CUST-050,43.16,fuel,16,Sunday,False,3.9,False
TXN-0004568,CUST-279,19.32,travel,9,Tuesday,False,0.6,False
TXN-0003390,CUST-334,28.23,fuel,17,Monday,False,4.5,False
TXN-0001264,CUST-431,49.74,fuel,13,Friday,False,12.2,False
TXN-0000262,CUST-185,200.0,restaurants,14,Tuesday,False,0.2,False
TXN-0004958,CUST-334,248.3,cash_withdrawal,0,Thursday,False,1.3,True
TXN-0000313,CUST-183,34.0,travel,10,Friday,True,1.0,False
TXN-0000429,CUST-336,14.19,cash_withdrawal,21,Saturday,False,14.2,False
TXN-0000858,CUST-071,86.05,restaurants,11,Saturday,False,14.2,False
TXN-0002202,CUST-403,216.75,fuel,22,Friday,False,7.6,False
TXN-0002086,CUST-279,95.54,groceries,9,Friday,False,2.3,False
TXN-0001506,CUST-334,44.23,fuel,15,Tuesday,False,12.3,False
TXN-0001275,CUST-465,200.11,travel,7,Friday,False,2.4,False
TXN-0000184,CUST-073,200.0,restaurants,13,Wednesday,False,5.1,False
TXN-0004185,CUST-325,13.94,groceries,6,Thursday,False,11.4,False
TXN-0001148,CUST-275,30.76,restaurants,21,Tuesday,False,11.4,False
TXN-0001122,CUST-314,25.9,online_retail,20,Friday,False,1.5,False
TXN-0002116,CUST-093,37.61,fuel,10,Wednesday,False,1.5,False
TXN-0003206,CUST-246,76.21,electronics,11,Monday,False,0.2,False
TXN-0003480,CUST-055,200.0,electronics,11,Wednesday,False,1.0,False
TXN-0002531,CUST-462,39.45,groceries,13,Wednesday,False,9.8,False
TXN-0001960,CUST-458,46.0,cash_withdrawal,7,Saturday,False,2.9,False
TXN-0002766,CUST-069,99.96,fuel,14,Friday,False,9.1,False
TXN-0004823,CUST-360,250.01,restaurants,14,Saturday,False,3.5,False
TXN-0004485,CUST-015,5.0,electronics,15,Wednesday,False,0.3,False
TXN-0001465,CUST-067,81.45,travel,5,Tuesday,False,9.0,False
TXN-0000135,CUST-351,537.1,restaurants,20,Friday,False,2.1,False
TXN-0004415,CUST-304,39.11,travel,12,Wednesday,False,2.1,False
TXN-0003005,CUST-337,200.0,travel,10,Saturday,False,8.6,False
TXN-0003932,CUST-378,344.1,cash_withdrawal,7,Friday,False,0.3,False
TXN-0002590,CUST-356,15.04,fuel,8,Monday,False,5.7,False
TXN-0004949,CUST-120,256.6,online_retail,4,Tuesday,True,4.1,True
TXN-0001349,CUST-019,79.34,travel,11,Wednesday,False,1.4,False
TXN-0004198,CUST-330,27.33,groceries,14,Tuesday,False,8.9,False
TXN-0003485,CUST-096,68.4,groceries,16,Saturday,False,0.4,False
TXN-0000894,CUST-215,32.34,restaurants,11,Wednesday,False,2.0,False
TXN-0000700,CUST-491,36.64,online_retail,10,Wednesday,False,4.2,False
TXN-0004540,CUST-390,14.52,fuel,15,Monday,True,2.2,False
TXN-0000968,CUST-206,28.1,online_retail,8,Thursday,False,3.6,False
TXN-0004776,CUST-183,33.09,travel,18,Thursday,False,6.2,False
TXN-0002958,CUST-293,56.33,cash_withdrawal,11,Thursday,False,4.8,False
TXN-0000055,CUST-121,28.51,groceries,18,Saturday,False,0.9,False
TXN-0001828,CUST-347,200.0,travel,13,Saturday,False,0.2,False
TXN-0001452,CUST-267,61.35,restaurants,14,Sunday,False,3.3,False
TXN-0004585,CUST-179,200.0,electronics,19,Thursday,False,0.1,False
TXN-0000783,CUST-050,69.86,online_retail,12,Saturday,False,0.2,False
TXN-0004341,CUST-013,110.94,electronics,7,Thursday,False,0.9,False
TXN-0002125,CUST-024,179.3,restaurants,9,Thursday,False,0.8,False
TXN-0001695,CUST-470,20.99,cash_withdrawal,12,Tuesday,False,3.6,False
TXN-0002516,CUST-483,706.18,electronics,16,Wednesday,False,0.7,False
TXN-0004839,CUST-381,47.52,electronics,15,Sunday,True,1.3,False
TXN-0004643,CUST-245,84.62,electronics,11,Wednesday,False,4.2,False
TXN-0001344,CUST-185,9.76,travel,11,Wednesday,False,1.9,False
TXN-0002011,CUST-111,31.2,fuel,13,Saturday,False,4.3,False
TXN-0002755,CUST-444,16.97,cash_withdrawal,8,Saturday,False,0.6,False
TXN-0004195,CUST-490,52.05,fuel,21,Thursday,False,3.9,False
TXN-0003517,CUST-453,29.16,cash_withdrawal,10,Friday,False,0.2,False
TXN-0000994,CUST-320,200.0,electronics,3,Thursday,False,4.3,False
TXN-0000190,CUST-491,40.02,travel,20,Tuesday,False,3.7,False
TXN-0004683,CUST-045,22.81,cash_withdrawal,10,Thursday,False,2.3,False
TXN-0002489,CUST-373,7.97,travel,19,Tuesday,False,3.3,False
TXN-0001245,CUST-441,99.76,fuel,14,Wednesday,False,2.2,False
TXN-0004375,CUST-317,47.16,restaurants,14,Tuesday,False,6.7,False
TXN-0002095,CUST-012,24.17,travel,4,Monday,False,5.6,False
TXN-0001126,CUST-332,134.14,online_retail,12,Saturday,False,4.4,False
TXN-0000918,CUST-321,15.94,fuel,11,Monday,False,7.1,False
TXN-0000947,CUST-103,21.94,electronics,15,Wednesday,False,9.9,False
TXN-0002486,CUST-287,17.77,travel,20,Thursday,False,6.2,False
TXN-0002267,CUST-107,92.62,online_retail,13,Sunday,False,15.0,False
TXN-0003956,CUST-217,39.53,online_retail,8,Friday,False,7.2,False
TXN-0000590,CUST-028,28.86,fuel,13,Sunday,False,1.6,False
TXN-0004749,CUST-001,54.12,electronics,12,Thursday,False,3.9,False
TXN-0002415,CUST-210,200.0,groceries,18,Friday,False,0.6,False
TXN-0003873,CUST-415,65.93,cash_withdrawal,9,Saturday,False,2.1,False
